DEPCOM,NOM_COM,IRIS,DCOMIRIS,NOM_IRIS,TYP_IRIS,ORIGINE,NUMPOINTS,X,Y
881,75119,PARIS 19E ARRONDISSEMENT,7505,751197505,AMERIQUE 5,H,,1,655541.9518324,6864215.4201565
882,75119,PARIS 19E ARRONDISSEMENT,7506,751197506,AMERIQUE 6,H,,20,655236.3278235,6864147.8043149
883,75119,PARIS 19E ARRONDISSEMENT,7507,751197507,AMERIQUE 7,H,,10,655168.1755923,6864360.5664721
884,75119,PARIS 19E ARRONDISSEMENT,7508,751197508,AMERIQUE 8,H,,13,655301.4979251,6864391.0727489
885,75119,PARIS 19E ARRONDISSEMENT,7509,751197509,AMERIQUE 9,H,,3,655415.7179882,6864414.1178930
886,75119,PARIS 19E ARRONDISSEMENT,7510,751197510,AMERIQUE 10,H,,0,655603.4192013,6864483.1483187
887,75119,PARIS 19E ARRONDISSEMENT,7511,751197511,AMERIQUE 11,H,,0,655794.5071898,6864509.4607012
888,75119,PARIS 19E ARRONDISSEMENT,7512,751197512,AMERIQUE 12,H,,3,655971.0931463,6864526.2850377
889,75119,PARIS 19E ARRONDISSEMENT,7513,751197513,AMERIQUE 13,H,,1,655800.7483543,6864822.6770095
890,75119,PARIS 19E ARRONDISSEMENT,7514,751197514,AMERIQUE 14,H,,55,655424.5192410,6864723.0472160
891,75119,PARIS 19E ARRONDISSEMENT,7515,751197515,AMERIQUE 15,H,,7,655107.4686472,6864798.1573637
892,75119,PARIS 19E ARRONDISSEMENT,7516,751197516,AMERIQUE 16,H,,10,655337.3217299,6864958.0158688
893,75119,PARIS 19E ARRONDISSEMENT,7517,751197517,AMERIQUE 17,H,,2,655515.5730395,6865079.4877237
894,75119,PARIS 19E ARRONDISSEMENT,7518,751197518,AMERIQUE 18,H,,0,655670.5097495,6865218.1484932
895,75119,PARIS 19E ARRONDISSEMENT,7519,751197519,AMERIQUE 19,H,,6,656052.9987265,6865055.0850922
896,75119,PARIS 19E ARRONDISSEMENT,7520,751197520,AMERIQUE 20,H,,2,655479.1922795,6865356.1217482
897,75119,PARIS 19E ARRONDISSEMENT,7521,751197521,AMERIQUE 21,H,,5,655392.0382110,6865428.0194173
898,75119,PARIS 19E ARRONDISSEMENT,7522,751197522,AMERIQUE 22,H,,0,655155.2125170,6865229.0354005
899,75119,PARIS 19E ARRONDISSEMENT,7523,751197523,AMERIQUE 23,H,,2,654975.6316455,6865086.2971212
900,75119,PARIS 19E ARRONDISSEMENT,7524,751197524,AMERIQUE 24,H,,2,654873.4173066,6865256.8573589
901,75119,PARIS 19E ARRONDISSEMENT,7525,751197525,AMERIQUE 25,A,,0,656334.7464660,6864530.9784788
902,75119,PARIS 19E ARRONDISSEMENT,7601,751197601,COMBAT 1,H,,9,654935.9816690,6864128.4334147
903,75119,PARIS 19E ARRONDISSEMENT,7602,751197602,COMBAT 2,H,,22,654909.7132064,6864396.5886427
904,75119,PARIS 19E ARRONDISSEMENT,7603,751197603,COMBAT 3,H,,7,654743.0826145,6864141.2180444
905,75119,PARIS 19E ARRONDISSEMENT,7604,751197604,COMBAT 4,H,,9,654603.9650107,6864063.8229939
906,75119,PARIS 19E ARRONDISSEMENT,7605,751197605,COMBAT 5,H,,6,654540.2391834,6863922.7961594
907,75119,PARIS 19E ARRONDISSEMENT,7606,751197606,COMBAT 6,H,,7,654311.2338321,6863871.6083783
908,75119,PARIS 19E ARRONDISSEMENT,7607,751197607,COMBAT 7,H,,1,654329.1270777,6864082.1313941
909,75119,PARIS 19E ARRONDISSEMENT,7608,751197608,COMBAT 8,H,,2,654132.9379434,6864128.3944267
910,75119,PARIS 19E ARRONDISSEMENT,7609,751197609,COMBAT 9,H,,22,654272.0246662,6864338.7609392
911,75119,PARIS 19E ARRONDISSEMENT,7610,751197610,COMBAT 10,H,,6,653978.9879914,6864341.5223110
912,75119,PARIS 19E ARRONDISSEMENT,7611,751197611,COMBAT 11,H,,10,654004.2568894,6864547.8127864
913,75119,PARIS 19E ARRONDISSEMENT,7612,751197612,COMBAT 12,H,,8,654322.9690224,6864597.2249651
914,75119,PARIS 19E ARRONDISSEMENT,7613,751197613,COMBAT 13,H,,10,654311.9724365,6864795.9117567
915,75119,PARIS 19E ARRONDISSEMENT,7614,751197614,COMBAT 14,H,,7,654455.9922449,6864995.7097763
916,75119,PARIS 19E ARRONDISSEMENT,7615,751197615,COMBAT 15,H,,11,654695.3210479,6865055.4465541
917,75119,PARIS 19E ARRONDISSEMENT,7616,751197616,COMBAT 16,H,,5,654729.6858162,6865072.2152571
918,75119,PARIS 19E ARRONDISSEMENT,7617,751197617,BUTTES CHAUMONT,D,,0,654743.2486239,6864613.9117241
919,75120,PARIS 20E ARRONDISSEMENT,7701,751207701,BELLEVILLE 1,H,,23,655573.0078344,6863660.6491335
920,75120,PARIS 20E ARRONDISSEMENT,7702,751207702,BELLEVILLE 2,H,,22,655369.6890254,6863618.1076022
921,75120,PARIS 20E ARRONDISSEMENT,7703,751207703,BELLEVILLE 3,H,,21,655275.6407290,6863548.5958086
922,75120,PARIS 20E ARRONDISSEMENT,7704,751207704,BELLEVILLE 4,H,,24,655126.0629441,6863661.5977403
923,75120,PARIS 20E ARRONDISSEMENT,7705,751207705,BELLEVILLE 5,H,,7,655034.3160118,6863467.5596648
924,75120,PARIS 20E ARRONDISSEMENT,7706,751207706,BELLEVILLE 6,H,,10,654978.2283263,6863316.0353571
925,75120,PARIS 20E ARRONDISSEMENT,7707,751207707,BELLEVILLE 7,H,,27,654759.4344435,6863390.4505255
926,75120,PARIS 20E ARRONDISSEMENT,7708,751207708,BELLEVILLE 8,H,,53,654614.7525117,6863547.0956799
927,75120,PARIS 20E ARRONDISSEMENT,7709,751207709,BELLEVILLE 9,H,,12,654448.8074899,6863706.5064397
928,75120,PARIS 20E ARRONDISSEMENT,7710,751207710,BELLEVILLE 10,H,,19,654761.4463162,6863706.2092160
929,75120,PARIS 20E ARRONDISSEMENT,7711,751207711,BELLEVILLE 11,H,,5,654979.9392705,6863823.7592413
930,75120,PARIS 20E ARRONDISSEMENT,7712,751207712,BELLEVILLE 12,H,,13,655238.2915416,6863992.7440351
931,75120,PARIS 20E ARRONDISSEMENT,7713,751207713,BELLEVILLE 13,H,,8,655415.9853087,6863837.2310750
932,75120,PARIS 20E ARRONDISSEMENT,7714,751207714,BELLEVILLE 14,H,,11,655580.8806101,6863952.7218176
933,75120,PARIS 20E ARRONDISSEMENT,7801,751207801,SAINT-FARGEAU 1,H,,4,656790.2794085,6863705.8772755
934,75120,PARIS 20E ARRONDISSEMENT,7802,751207802,SAINT-FARGEAU 2,H,,6,656476.5686869,6862926.0140230
935,75120,PARIS 20E ARRONDISSEMENT,7803,751207803,SAINT-FARGEAU 3,H,,5,656728.0927766,6863213.9459048
936,75120,PARIS 20E ARRONDISSEMENT,7804,751207804,SAINT-FARGEAU 4,H,,1,656698.0149051,6863432.1676810
937,75120,PARIS 20E ARRONDISSEMENT,7805,751207805,SAINT-FARGEAU 5,H,,5,656516.2116846,6863340.0900194
938,75120,PARIS 20E ARRONDISSEMENT,7806,751207806,SAINT-FARGEAU 6,H,,4,656310.4593564,6863143.1026243
939,75120,PARIS 20E ARRONDISSEMENT,7807,751207807,SAINT-FARGEAU 7,H,,1,656239.3320665,6863410.0806707
940,75120,PARIS 20E ARRONDISSEMENT,7808,751207808,SAINT-FARGEAU 8,H,,0,656108.9192373,6863536.5113944
941,75120,PARIS 20E ARRONDISSEMENT,7809,751207809,SAINT-FARGEAU 9,H,,8,656468.9227415,6863793.6747663
942,75120,PARIS 20E ARRONDISSEMENT,7810,751207810,SAINT-FARGEAU 10,H,,5,656318.2736128,6864135.5082559
943,75120,PARIS 20E ARRONDISSEMENT,7811,751207811,SAINT-FARGEAU 11,H,,13,656305.6434181,6863919.4605593
944,75120,PARIS 20E ARRONDISSEMENT,7812,751207812,SAINT-FARGEAU 12,H,,8,656195.5449546,6863788.5598622
945,75120,PARIS 20E ARRONDISSEMENT,7813,751207813,SAINT-FARGEAU 13,H,,6,656041.9110469,6863738.2741755
946,75120,PARIS 20E ARRONDISSEMENT,7814,751207814,SAINT-FARGEAU 14,H,,4,656059.5566071,6863993.2613282
947,75120,PARIS 20E ARRONDISSEMENT,7815,751207815,SAINT-FARGEAU 15,H,,37,655807.3639553,6863650.2235545
948,75120,PARIS 20E ARRONDISSEMENT,7816,751207816,SAINT-FARGEAU 16,H,,16,655804.5746340,6863941.2177491
949,75120,PARIS 20E ARRONDISSEMENT,7901,751207901,PERE LACHAISE 1,H,,7,656196.6657970,6862764.6142080
950,75120,PARIS 20E ARRONDISSEMENT,7902,751207902,PERE LACHAISE 2,H,,0,656167.0706991,6862480.0480447
951,75120,PARIS 20E ARRONDISSEMENT,7903,751207903,PERE LACHAISE 3,H,,9,656069.0218112,6862697.5922678
952,75120,PARIS 20E ARRONDISSEMENT,7904,751207904,PERE LACHAISE 4,H,,19,655859.4046969,6862773.9326792
953,75120,PARIS 20E ARRONDISSEMENT,7905,751207905,PERE LACHAISE 5,H,,8,655582.3234237,6862449.8414401
954,75120,PARIS 20E ARRONDISSEMENT,7906,751207906,PERE LACHAISE 6,H,,7,654988.6868002,6862954.0749367
955,75120,PARIS 20E ARRONDISSEMENT,7907,751207907,PERE LACHAISE 7,H,,31,655024.2191118,6863206.5851324
956,75120,PARIS 20E ARRONDISSEMENT,7908,751207908,PERE LACHAISE 8,H,,15,655143.2869571,6862997.9264964
957,75120,PARIS 20E ARRONDISSEMENT,7909,751207909,PERE LACHAISE 9,H,,6,655417.5513380,6862894.7662951
958,75120,PARIS 20E ARRONDISSEMENT,7910,751207910,PERE LACHAISE 10,H,,16,655338.0383778,6863050.4255667
959,75120,PARIS 20E ARRONDISSEMENT,7911,751207911,PERE LACHAISE 11,H,,6,655408.1843182,6863316.4200318
960,75120,PARIS 20E ARRONDISSEMENT,7912,751207912,PERE LACHAISE 12,H,,13,655579.0229853,6863247.7779392
961,75120,PARIS 20E ARRONDISSEMENT,7913,751207913,PERE LACHAISE 13,H,,15,655718.1811226,6863041.0623219
962,75120,PARIS 20E ARRONDISSEMENT,7914,751207914,PERE LACHAISE 14,H,,6,655917.0281077,6863132.8226342
963,75120,PARIS 20E ARRONDISSEMENT,7915,751207915,PERE LACHAISE 15,H,,8,655806.9619464,6863313.9219992
964,75120,PARIS 20E ARRONDISSEMENT,7916,751207916,PERE LACHAISE 16,H,,1,655872.5327077,6863437.0314470
965,75120,PARIS 20E ARRONDISSEMENT,7917,751207917,PERE LACHAISE 17,A,,0,656078.4956837,6863043.5080987
966,75120,PARIS 20E ARRONDISSEMENT,8001,751208001,CHARONNE 1,H,,15,656980.6769728,6861047.4339284
967,75120,PARIS 20E ARRONDISSEMENT,8002,751208002,CHARONNE 2,H,,8,656591.4653339,6861137.3206846
968,75120,PARIS 20E ARRONDISSEMENT,8003,751208003,CHARONNE 3,H,,10,656248.1477572,6861139.6256067
969,75120,PARIS 20E ARRONDISSEMENT,8004,751208004,CHARONNE 4,H,,8,656024.4078885,6861259.8656026
970,75120,PARIS 20E ARRONDISSEMENT,8005,751208005,CHARONNE 5,H,,7,656089.7795418,6861429.6096896
971,75120,PARIS 20E ARRONDISSEMENT,8006,751208006,CHARONNE 6,H,,11,656305.6118568,6861398.8680626
972,75120,PARIS 20E ARRONDISSEMENT,8007,751208007,CHARONNE 7,H,,18,656640.7033995,6861424.0974253
973,75120,PARIS 20E ARRONDISSEMENT,8008,751208008,CHARONNE 8,H,,29,656954.0721385,6861431.7249834
974,75120,PARIS 20E ARRONDISSEMENT,8009,751208009,CHARONNE 9,H,,7,656913.3107125,6861887.2356967
975,75120,PARIS 20E ARRONDISSEMENT,8010,751208010,CHARONNE 10,H,,9,656671.5743346,6861829.1683737
976,75120,PARIS 20E ARRONDISSEMENT,8011,751208011,CHARONNE 11,H,,3,656532.4431251,6862003.2720080
977,75120,PARIS 20E ARRONDISSEMENT,8012,751208012,CHARONNE 12,H,,7,656501.5094722,6861761.6415214
978,75120,PARIS 20E ARRONDISSEMENT,8013,751208013,CHARONNE 13,H,,9,656304.4638194,6861717.9014620
979,75120,PARIS 20E ARRONDISSEMENT,8014,751208014,CHARONNE 14,H,,11,656107.6140450,6861562.0281435
980,75120,PARIS 20E ARRONDISSEMENT,8015,751208015,CHARONNE 15,H,,21,655963.7947132,6861630.2515350
981,75120,PARIS 20E ARRONDISSEMENT,8016,751208016,CHARONNE 16,H,,16,655880.3797020,6861760.0458363
982,75120,PARIS 20E ARRONDISSEMENT,8017,751208017,CHARONNE 17,H,,6,656192.7781467,6861925.4663790
983,75120,PARIS 20E ARRONDISSEMENT,8018,751208018,CHARONNE 18,H,,0,656390.7524993,6862104.1345779
984,75120,PARIS 20E ARRONDISSEMENT,8019,751208019,CHARONNE 19,H,,3,656596.8897624,6862215.9650846
985,75120,PARIS 20E ARRONDISSEMENT,8020,751208020,CHARONNE 20,H,,2,656752.1390125,6862241.7388095
986,75120,PARIS 20E ARRONDISSEMENT,8021,751208021,CHARONNE 21,H,,23,656856.1786449,6862574.3478330
987,75120,PARIS 20E ARRONDISSEMENT,8022,751208022,CHARONNE 22,H,,2,656554.0053358,6862585.8545011
988,75120,PARIS 20E ARRONDISSEMENT,8023,751208023,CHARONNE 23,H,,2,656338.7386937,6862337.5327582
989,75120,PARIS 20E ARRONDISSEMENT,8024,751208024,CHARONNE 24,H,,10,656094.7822076,6862111.1255532
990,75120,PARIS 20E ARRONDISSEMENT,8025,751208025,CHARONNE 25,H,,8,655906.5447197,6861971.8320226
991,75120,PARIS 20E ARRONDISSEMENT,8026,751208026,CHARONNE 26,H,,2,655719.4191940,6861907.4444083
