DEPCOM,NOM_COM,IRIS,DCOMIRIS,NOM_IRIS,TYP_IRIS,ORIGINE,NUMPOINTS,X,Y
434,75113,PARIS 13E ARRONDISSEMENT,5101,751135101,MAISON BLANCHE 1,H,,9,653227.0014623,6857722.3889521
435,75113,PARIS 13E ARRONDISSEMENT,5102,751135102,MAISON BLANCHE 2,H,,5,653209.5729844,6858017.8543768
436,75113,PARIS 13E ARRONDISSEMENT,5103,751135103,MAISON BLANCHE 3,H,,6,653016.4020593,6858035.8354410
437,75113,PARIS 13E ARRONDISSEMENT,5104,751135104,MAISON BLANCHE 4,H,,3,653094.2554801,6858233.2651278
438,75113,PARIS 13E ARRONDISSEMENT,5105,751135105,MAISON BLANCHE 5,H,,1,652963.9678642,6858472.6741321
439,75113,PARIS 13E ARRONDISSEMENT,5106,751135106,MAISON BLANCHE 6,H,,8,652758.3111219,6858366.1050792
440,75113,PARIS 13E ARRONDISSEMENT,5107,751135107,MAISON BLANCHE 7,H,,2,652849.0971972,6858035.7495458
441,75113,PARIS 13E ARRONDISSEMENT,5108,751135108,MAISON BLANCHE 8,H,,7,652423.8261842,6857788.7760558
442,75113,PARIS 13E ARRONDISSEMENT,5109,751135109,MAISON BLANCHE 9,H,,31,652587.8591080,6858324.3117364
443,75113,PARIS 13E ARRONDISSEMENT,5110,751135110,MAISON BLANCHE 10,H,,11,652083.9358242,6858095.1403090
444,75113,PARIS 13E ARRONDISSEMENT,5111,751135111,MAISON BLANCHE 11,H,,8,652294.8409121,6858303.7792050
445,75113,PARIS 13E ARRONDISSEMENT,5112,751135112,MAISON BLANCHE 12,H,,17,652392.7310242,6858509.5366248
446,75113,PARIS 13E ARRONDISSEMENT,5113,751135113,MAISON BLANCHE 13,H,,18,652125.2295767,6858481.6895045
447,75113,PARIS 13E ARRONDISSEMENT,5114,751135114,MAISON BLANCHE 14,H,,7,651915.6952437,6858505.4022452
448,75113,PARIS 13E ARRONDISSEMENT,5115,751135115,MAISON BLANCHE 15,H,,18,651868.5413520,6858247.7679255
449,75113,PARIS 13E ARRONDISSEMENT,5116,751135116,MAISON BLANCHE 16,H,,4,651747.5905830,6858423.3397667
450,75113,PARIS 13E ARRONDISSEMENT,5117,751135117,MAISON BLANCHE 17,H,,4,651832.2762613,6858771.5474604
451,75113,PARIS 13E ARRONDISSEMENT,5118,751135118,MAISON BLANCHE 18,H,,12,651730.8558853,6859058.0740600
452,75113,PARIS 13E ARRONDISSEMENT,5119,751135119,MAISON BLANCHE 19,H,,2,651893.4004055,6859014.2849811
453,75113,PARIS 13E ARRONDISSEMENT,5120,751135120,MAISON BLANCHE 20,H,,10,652031.7974023,6858894.3533932
454,75113,PARIS 13E ARRONDISSEMENT,5121,751135121,MAISON BLANCHE 21,H,,32,652244.4388262,6858954.1569979
455,75113,PARIS 13E ARRONDISSEMENT,5122,751135122,MAISON BLANCHE 22,H,,39,652287.9429544,6858722.0163661
456,75113,PARIS 13E ARRONDISSEMENT,5123,751135123,MAISON BLANCHE 23,H,,18,652460.1453041,6858992.8730280
457,75113,PARIS 13E ARRONDISSEMENT,5124,751135124,MAISON BLANCHE 24,H,,10,652687.6778742,6858983.7047102
458,75113,PARIS 13E ARRONDISSEMENT,5125,751135125,MAISON BLANCHE 25,H,,5,652744.1221219,6858742.0611925
459,75113,PARIS 13E ARRONDISSEMENT,5201,751135201,CROULEBARBE 1,H,,8,652478.7561707,6859464.9988628
460,75113,PARIS 13E ARRONDISSEMENT,5202,751135202,CROULEBARBE 2,H,,2,652307.5006833,6859169.4287545
461,75113,PARIS 13E ARRONDISSEMENT,5203,751135203,CROULEBARBE 3,H,,2,652206.0759919,6859434.7695048
462,75113,PARIS 13E ARRONDISSEMENT,5204,751135204,CROULEBARBE 4,H,,17,651996.3711786,6859422.0573002
463,75113,PARIS 13E ARRONDISSEMENT,5205,751135205,CROULEBARBE 5,H,,6,651787.8791422,6859370.6087160
464,75113,PARIS 13E ARRONDISSEMENT,5206,751135206,CROULEBARBE 6,H,,3,651805.3510434,6859735.6260863
465,75113,PARIS 13E ARRONDISSEMENT,5207,751135207,CROULEBARBE 7,H,,10,652095.7263523,6859774.2093925
466,75114,PARIS 14E ARRONDISSEMENT,5301,751145301,MONTPARNASSE 1,H,,10,651510.6206523,6859529.2736948
467,75114,PARIS 14E ARRONDISSEMENT,5302,751145302,MONTPARNASSE 2,H,,1,651280.6799189,6859764.9713857
468,75114,PARIS 14E ARRONDISSEMENT,5303,751145303,MONTPARNASSE 3,H,,13,650791.3432126,6859603.7705325
469,75114,PARIS 14E ARRONDISSEMENT,5304,751145304,MONTPARNASSE 4,H,,3,650469.2574781,6859783.0154721
470,75114,PARIS 14E ARRONDISSEMENT,5305,751145305,MONTPARNASSE 5,H,,4,650640.1394908,6859976.6637396
471,75114,PARIS 14E ARRONDISSEMENT,5306,751145306,MONTPARNASSE 6,H,,7,650328.9926683,6860310.8552910
472,75114,PARIS 14E ARRONDISSEMENT,5307,751145307,MONTPARNASSE 7,H,,3,650554.9607051,6860460.5743733
473,75114,PARIS 14E ARRONDISSEMENT,5308,751145308,MONTPARNASSE 8,H,,0,650705.3481422,6860292.4738415
474,75114,PARIS 14E ARRONDISSEMENT,5309,751145309,MONTPARNASSE 9,H,,4,650965.5273560,6860236.0707668
475,75114,PARIS 14E ARRONDISSEMENT,5310,751145310,MONTPARNASSE 10,H,,7,651093.2131810,6859962.6804958
476,75114,PARIS 14E ARRONDISSEMENT,5311,751145311,MONTPARNASSE 11,A,,4,651578.2458333,6859865.8715373
477,75114,PARIS 14E ARRONDISSEMENT,5401,751145401,PARC DE MONTSOURIS 1,H,,4,651307.4234929,6857839.4113383
478,75114,PARIS 14E ARRONDISSEMENT,5402,751145402,PARC DE MONTSOURIS 2,H,,20,651370.0812570,6858228.8432873
479,75114,PARIS 14E ARRONDISSEMENT,5403,751145403,PARC DE MONTSOURIS 3,H,,6,651397.4182874,6858617.5896598
480,75114,PARIS 14E ARRONDISSEMENT,5404,751145404,PARC DE MONTSOURIS 4,H,,38,651053.7503887,6858589.0324216
481,75114,PARIS 14E ARRONDISSEMENT,5405,751145405,PARC DE MONTSOURIS 5,H,,6,651189.3679606,6858969.6649993
482,75114,PARIS 14E ARRONDISSEMENT,5406,751145406,PARC DE MONTSOURIS 6,H,,11,651409.5517924,6859253.4019810
483,75114,PARIS 14E ARRONDISSEMENT,5407,751145407,PARC DE MONTSOURIS 7,A,,2,651495.3717131,6858926.6905504
484,75114,PARIS 14E ARRONDISSEMENT,5501,751145501,PETIT MONTROUGE 1,H,,0,650608.5996625,6858098.3299275
485,75114,PARIS 14E ARRONDISSEMENT,5502,751145502,PETIT MONTROUGE 2,H,,0,650680.9226427,6858368.9130741
486,75114,PARIS 14E ARRONDISSEMENT,5503,751145503,PETIT MONTROUGE 3,H,,3,650120.2103059,6858259.5850565
487,75114,PARIS 14E ARRONDISSEMENT,5504,751145504,PETIT MONTROUGE 4,H,,15,650228.1233946,6858501.8967254
488,75114,PARIS 14E ARRONDISSEMENT,5505,751145505,PETIT MONTROUGE 5,H,,13,650290.3792057,6858805.0595721
489,75114,PARIS 14E ARRONDISSEMENT,5506,751145506,PETIT MONTROUGE 6,H,,12,650412.4684186,6858636.8650524
490,75114,PARIS 14E ARRONDISSEMENT,5507,751145507,PETIT MONTROUGE 7,H,,4,650623.5945503,6858705.1076225
491,75114,PARIS 14E ARRONDISSEMENT,5508,751145508,PETIT MONTROUGE 8,H,,19,650790.4992867,6858590.6940482
492,75114,PARIS 14E ARRONDISSEMENT,5509,751145509,PETIT MONTROUGE 9,H,,6,650812.7437916,6858786.0999489
493,75114,PARIS 14E ARRONDISSEMENT,5510,751145510,PETIT MONTROUGE 10,H,,22,650934.5629045,6858960.2637482
494,75114,PARIS 14E ARRONDISSEMENT,5511,751145511,PETIT MONTROUGE 11,H,,23,650759.4538072,6859005.3584402
495,75114,PARIS 14E ARRONDISSEMENT,5512,751145512,PETIT MONTROUGE 12,H,,3,650605.2345267,6859110.7840782
496,75114,PARIS 14E ARRONDISSEMENT,5513,751145513,PETIT MONTROUGE 13,H,,6,650433.8022522,6859074.0560774
497,75114,PARIS 14E ARRONDISSEMENT,5514,751145514,PETIT MONTROUGE 14,H,,8,650641.3476708,6859333.0971155
498,75114,PARIS 14E ARRONDISSEMENT,5515,751145515,PETIT MONTROUGE 15,H,,22,651029.2395381,6859296.6649117
499,75114,PARIS 14E ARRONDISSEMENT,5516,751145516,PETIT MONTROUGE 16,H,,17,650712.3302207,6859484.4925665
500,75114,PARIS 14E ARRONDISSEMENT,5601,751145601,PLAISANCE 1,H,,0,649612.1521425,6858454.0060469
501,75114,PARIS 14E ARRONDISSEMENT,5602,751145602,PLAISANCE 2,H,,2,649361.7318608,6858660.4278689
502,75114,PARIS 14E ARRONDISSEMENT,5603,751145603,PLAISANCE 3,H,,8,649063.3985600,6858619.7794492
503,75114,PARIS 14E ARRONDISSEMENT,5604,751145604,PLAISANCE 4,H,,5,649219.3126777,6859096.7333914
504,75114,PARIS 14E ARRONDISSEMENT,5605,751145605,PLAISANCE 5,H,,1,649294.1620045,6858825.6196783
505,75114,PARIS 14E ARRONDISSEMENT,5606,751145606,PLAISANCE 6,H,,0,649796.2228303,6858674.2931604
506,75114,PARIS 14E ARRONDISSEMENT,5607,751145607,PLAISANCE 7,H,,5,649965.3569909,6858864.8473215
507,75114,PARIS 14E ARRONDISSEMENT,5608,751145608,PLAISANCE 8,H,,7,649698.0746272,6859050.0161594
508,75114,PARIS 14E ARRONDISSEMENT,5609,751145609,PLAISANCE 9,H,,2,649463.2923522,6859272.2500197
509,75114,PARIS 14E ARRONDISSEMENT,5610,751145610,PLAISANCE 10,H,,5,649700.1551222,6859199.2927131
510,75114,PARIS 14E ARRONDISSEMENT,5611,751145611,PLAISANCE 11,H,,5,649898.5750427,6859125.5021241
511,75114,PARIS 14E ARRONDISSEMENT,5612,751145612,PLAISANCE 12,H,,2,650106.0968710,6859035.0224014
512,75114,PARIS 14E ARRONDISSEMENT,5613,751145613,PLAISANCE 13,H,,7,650196.5480186,6859183.9252843
513,75114,PARIS 14E ARRONDISSEMENT,5614,751145614,PLAISANCE 14,H,,15,649960.6977163,6859452.2490415
514,75114,PARIS 14E ARRONDISSEMENT,5615,751145615,PLAISANCE 15,H,,10,649908.4242880,6859372.6030479
515,75114,PARIS 14E ARRONDISSEMENT,5616,751145616,PLAISANCE 16,H,,35,649772.4226747,6859339.8423368
516,75114,PARIS 14E ARRONDISSEMENT,5617,751145617,PLAISANCE 17,H,,11,649570.7748979,6859478.5695836
517,75114,PARIS 14E ARRONDISSEMENT,5618,751145618,PLAISANCE 18,H,,47,649808.5387106,6859745.6060743
518,75114,PARIS 14E ARRONDISSEMENT,5619,751145619,PLAISANCE 19,H,,10,650061.0299272,6859546.1247421
519,75114,PARIS 14E ARRONDISSEMENT,5620,751145620,PLAISANCE 20,H,,8,650262.4018237,6859358.8972496
520,75114,PARIS 14E ARRONDISSEMENT,5621,751145621,PLAISANCE 21,H,,4,650333.8542110,6859513.9948621
521,75114,PARIS 14E ARRONDISSEMENT,5622,751145622,PLAISANCE 22,H,,3,650457.8738585,6859601.8907232
522,75114,PARIS 14E ARRONDISSEMENT,5623,751145623,PLAISANCE 23,H,,20,650166.8106803,6859742.8469908
523,75114,PARIS 14E ARRONDISSEMENT,5624,751145624,PLAISANCE 24,H,,26,650095.4251873,6860017.8189909
524,75114,PARIS 14E ARRONDISSEMENT,5625,751145625,PLAISANCE 25,A,,3,649495.3229286,6858947.7816757
525,75115,PARIS 15E ARRONDISSEMENT,5701,751155701,SAINT-LAMBERT 1,H,,21,648437.4119832,6858866.5682929
526,75115,PARIS 15E ARRONDISSEMENT,5702,751155702,SAINT-LAMBERT 2,H,,4,649239.5449216,6859317.8310899
527,75115,PARIS 15E ARRONDISSEMENT,5703,751155703,SAINT-LAMBERT 3,H,,12,648890.3633897,6859140.5431840
528,75115,PARIS 15E ARRONDISSEMENT,5704,751155704,SAINT-LAMBERT 4,H,,18,648570.3297119,6859213.4143558
529,75115,PARIS 15E ARRONDISSEMENT,5705,751155705,SAINT-LAMBERT 5,H,,23,648280.4362365,6859352.0833971
530,75115,PARIS 15E ARRONDISSEMENT,5706,751155706,SAINT-LAMBERT 6,H,,2,647953.1087519,6859392.2217759
531,75115,PARIS 15E ARRONDISSEMENT,5707,751155707,SAINT-LAMBERT 7,H,,4,648116.9941502,6859576.2113061
532,75115,PARIS 15E ARRONDISSEMENT,5708,751155708,SAINT-LAMBERT 8,H,,0,647676.1585986,6859608.5560209
533,75115,PARIS 15E ARRONDISSEMENT,5709,751155709,SAINT-LAMBERT 9,H,,5,647923.5563064,6859686.9049992
534,75115,PARIS 15E ARRONDISSEMENT,5710,751155710,SAINT-LAMBERT 10,H,,4,647569.7363484,6859827.5324123
535,75115,PARIS 15E ARRONDISSEMENT,5711,751155711,SAINT-LAMBERT 11,H,,17,647947.3494356,6859900.4493055
536,75115,PARIS 15E ARRONDISSEMENT,5712,751155712,SAINT-LAMBERT 12,H,,8,648001.1771981,6860075.4422736
537,75115,PARIS 15E ARRONDISSEMENT,5713,751155713,SAINT-LAMBERT 13,H,,1,648182.5434650,6859911.2052592
538,75115,PARIS 15E ARRONDISSEMENT,5714,751155714,SAINT-LAMBERT 14,H,,3,648318.0355190,6859781.6940692
539,75115,PARIS 15E ARRONDISSEMENT,5715,751155715,SAINT-LAMBERT 15,H,,6,648494.1728795,6859680.7349581
540,75115,PARIS 15E ARRONDISSEMENT,5716,751155716,SAINT-LAMBERT 16,H,,4,648672.8887884,6859588.2890924
541,75115,PARIS 15E ARRONDISSEMENT,5717,751155717,SAINT-LAMBERT 17,H,,4,648828.7319918,6859526.3752483
542,75115,PARIS 15E ARRONDISSEMENT,5718,751155718,SAINT-LAMBERT 18,H,,7,648972.0702470,6859454.9802189
543,75115,PARIS 15E ARRONDISSEMENT,5719,751155719,SAINT-LAMBERT 19,H,,13,649128.8842504,6859424.0659343
544,75115,PARIS 15E ARRONDISSEMENT,5720,751155720,SAINT-LAMBERT 20,H,,3,649250.9401696,6859634.9321663
545,75115,PARIS 15E ARRONDISSEMENT,5721,751155721,SAINT-LAMBERT 21,H,,2,649230.0140877,6859790.0214348
546,75115,PARIS 15E ARRONDISSEMENT,5722,751155722,SAINT-LAMBERT 22,H,,9,648831.3897075,6859799.9919597
547,75115,PARIS 15E ARRONDISSEMENT,5723,751155723,SAINT-LAMBERT 23,H,,5,648562.6107703,6859965.3523755
548,75115,PARIS 15E ARRONDISSEMENT,5724,751155724,SAINT-LAMBERT 24,H,,7,648491.0860549,6860216.3290458
549,75115,PARIS 15E ARRONDISSEMENT,5725,751155725,SAINT-LAMBERT 25,H,,4,648287.7071062,6860092.3458431
550,75115,PARIS 15E ARRONDISSEMENT,5726,751155726,SAINT-LAMBERT 26,H,,7,648111.4645343,6860297.8427253
551,75115,PARIS 15E ARRONDISSEMENT,5727,751155727,SAINT-LAMBERT 27,H,,1,648385.8878402,6860471.4592542
552,75115,PARIS 15E ARRONDISSEMENT,5728,751155728,SAINT-LAMBERT 28,H,,6,648634.9147209,6860513.7407508
553,75115,PARIS 15E ARRONDISSEMENT,5729,751155729,SAINT-LAMBERT 29,H,,17,648736.2007259,6860326.3274852
554,75115,PARIS 15E ARRONDISSEMENT,5730,751155730,SAINT-LAMBERT 30,H,,3,648857.9851383,6860100.7385988
555,75115,PARIS 15E ARRONDISSEMENT,5731,751155731,SAINT-LAMBERT 31,H,,0,649023.5002355,6859943.8144282
556,75115,PARIS 15E ARRONDISSEMENT,5732,751155732,SAINT-LAMBERT 32,A,,2,647680.5582105,6859241.3009767
557,75115,PARIS 15E ARRONDISSEMENT,5733,751155733,SAINT-LAMBERT 33,A,,1,649109.7761423,6859712.1345512
558,75115,PARIS 15E ARRONDISSEMENT,5801,751155801,NECKER 1,H,,0,649605.7707031,6859888.7886553
559,75115,PARIS 15E ARRONDISSEMENT,5802,751155802,NECKER 2,H,,3,649334.4252022,6859989.4442037
560,75115,PARIS 15E ARRONDISSEMENT,5803,751155803,NECKER 3,H,,7,649577.3552766,6860202.6783504
561,75115,PARIS 15E ARRONDISSEMENT,5804,751155804,NECKER 4,H,,3,649343.0640260,6860327.1055013
562,75115,PARIS 15E ARRONDISSEMENT,5805,751155805,NECKER 5,H,,9,649132.1756393,6860160.8251552
563,75115,PARIS 15E ARRONDISSEMENT,5806,751155806,NECKER 6,H,,53,649013.0528237,6860446.1580376
564,75115,PARIS 15E ARRONDISSEMENT,5807,751155807,NECKER 7,H,,10,649320.2021194,6860580.2383373
565,75115,PARIS 15E ARRONDISSEMENT,5808,751155808,NECKER 8,H,,2,649174.7086089,6860795.4645510
566,75115,PARIS 15E ARRONDISSEMENT,5809,751155809,NECKER 9,H,,35,648922.4682259,6860706.2190513
567,75115,PARIS 15E ARRONDISSEMENT,5810,751155810,NECKER 10,H,,23,648625.3799078,6860766.0929089
568,75115,PARIS 15E ARRONDISSEMENT,5811,751155811,NECKER 11,H,,8,648870.3496151,6860954.0897450
569,75115,PARIS 15E ARRONDISSEMENT,5812,751155812,NECKER 12,H,,5,649006.8238025,6861059.8985842
570,75115,PARIS 15E ARRONDISSEMENT,5813,751155813,NECKER 13,H,,1,649358.9891244,6860954.7119587
571,75115,PARIS 15E ARRONDISSEMENT,5814,751155814,NECKER 14,H,,6,649715.4462882,6860774.5258792
572,75115,PARIS 15E ARRONDISSEMENT,5815,751155815,NECKER 15,H,,8,649728.0594835,6860538.4382907
573,75115,PARIS 15E ARRONDISSEMENT,5816,751155816,NECKER 16,H,,4,649898.5512333,6860431.6570369
574,75115,PARIS 15E ARRONDISSEMENT,5817,751155817,NECKER 17,H,,19,650093.1811318,6860632.9282068
575,75115,PARIS 15E ARRONDISSEMENT,5818,751155818,NECKER 18,A,,7,649980.3710995,6860258.5597646
576,75115,PARIS 15E ARRONDISSEMENT,5819,751155819,NECKER 19,A,,1,650287.6230587,6860509.4905074
577,75115,PARIS 15E ARRONDISSEMENT,5901,751155901,GRENELLE 1,H,,1,648249.7279314,6860693.2662293
578,75115,PARIS 15E ARRONDISSEMENT,5902,751155902,GRENELLE 2,H,,1,648374.2050640,6860871.5028033
579,75115,PARIS 15E ARRONDISSEMENT,5903,751155903,GRENELLE 3,H,,4,648116.4073314,6860843.6188862
580,75115,PARIS 15E ARRONDISSEMENT,5904,751155904,GRENELLE 4,H,,6,647861.0413624,6860898.5283293
581,75115,PARIS 15E ARRONDISSEMENT,5905,751155905,GRENELLE 5,H,,11,648030.9022265,6861068.3531784
582,75115,PARIS 15E ARRONDISSEMENT,5906,751155906,GRENELLE 6,H,,17,647739.3199981,6861078.5992311
583,75115,PARIS 15E ARRONDISSEMENT,5907,751155907,GRENELLE 7,H,,15,647672.0845992,6861272.2753521
584,75115,PARIS 15E ARRONDISSEMENT,5908,751155908,GRENELLE 8,H,,20,647549.3194284,6861382.2093615
585,75115,PARIS 15E ARRONDISSEMENT,5909,751155909,GRENELLE 9,H,,16,647889.5733015,6861279.3562126
586,75115,PARIS 15E ARRONDISSEMENT,5910,751155910,GRENELLE 10,H,,15,648112.9188197,6861271.5952283
587,75115,PARIS 15E ARRONDISSEMENT,5911,751155911,GRENELLE 11,H,,6,648302.7768710,6861171.3879230
588,75115,PARIS 15E ARRONDISSEMENT,5912,751155912,GRENELLE 12,H,,2,648522.1082917,6861060.1436235
589,75115,PARIS 15E ARRONDISSEMENT,5913,751155913,GRENELLE 13,H,,10,648698.8416343,6861270.3790574
590,75115,PARIS 15E ARRONDISSEMENT,5914,751155914,GRENELLE 14,H,,8,648535.9940976,6861440.7222627
591,75115,PARIS 15E ARRONDISSEMENT,5915,751155915,GRENELLE 15,H,,9,648297.2308627,6861389.6730569
592,75115,PARIS 15E ARRONDISSEMENT,5916,751155916,GRENELLE 16,H,,6,648175.8617185,6861558.3006026
593,75115,PARIS 15E ARRONDISSEMENT,5917,751155917,GRENELLE 17,H,,20,648355.5929060,6861658.0946744
594,75115,PARIS 15E ARRONDISSEMENT,5918,751155918,GRENELLE 18,H,,13,648031.9521548,6861853.7589910
595,75115,PARIS 15E ARRONDISSEMENT,5919,751155919,GRENELLE 19,H,,3,647843.2331328,6861646.1829626
596,75115,PARIS 15E ARRONDISSEMENT,5920,751155920,GRENELLE 20,A,,8,647918.7283895,6861429.2531982
597,75115,PARIS 15E ARRONDISSEMENT,5999,751155999,SEINE ET BERGES,D,,0,647574.9564258,6861723.3182600
598,75115,PARIS 15E ARRONDISSEMENT,6001,751156001,JAVEL 1,H,,0,646660.8367239,6859482.1398054
599,75115,PARIS 15E ARRONDISSEMENT,6002,751156002,JAVEL 2,H,,6,647208.1436406,6859874.2147306
600,75115,PARIS 15E ARRONDISSEMENT,6003,751156003,JAVEL 3,H,,5,647466.1622623,6860032.7907769
601,75115,PARIS 15E ARRONDISSEMENT,6004,751156004,JAVEL 4,H,,10,647709.9854568,6860184.1069650
602,75115,PARIS 15E ARRONDISSEMENT,6005,751156005,JAVEL 5,H,,6,647308.4531403,6860362.8767383
603,75115,PARIS 15E ARRONDISSEMENT,6006,751156006,JAVEL 6,H,,2,647536.8787813,6860302.4363648
604,75115,PARIS 15E ARRONDISSEMENT,6007,751156007,JAVEL 7,H,,5,647167.6007126,6860089.3846456
605,75115,PARIS 15E ARRONDISSEMENT,6008,751156008,JAVEL 8,H,,7,647053.1313828,6860272.8605888
606,75115,PARIS 15E ARRONDISSEMENT,6009,751156009,JAVEL 9,H,,1,646900.6233263,6860477.4502384
607,75115,PARIS 15E ARRONDISSEMENT,6010,751156010,JAVEL 10,H,,3,646967.9313037,6860623.3259299
608,75115,PARIS 15E ARRONDISSEMENT,6012,751156012,JAVEL 12,H,,14,647124.5978941,6860646.9664406
609,75115,PARIS 15E ARRONDISSEMENT,6013,751156013,JAVEL 13,H,,4,647228.0255526,6860795.6746790
610,75115,PARIS 15E ARRONDISSEMENT,6014,751156014,JAVEL 14,H,,4,647282.4932301,6861045.3650669
611,75115,PARIS 15E ARRONDISSEMENT,6015,751156015,JAVEL 15,H,,7,647374.8608648,6860886.1841169
612,75115,PARIS 15E ARRONDISSEMENT,6016,751156016,JAVEL 16,H,,13,647579.4908185,6860823.1583418
613,75115,PARIS 15E ARRONDISSEMENT,6017,751156017,JAVEL 17,H,,6,647522.0433943,6860628.7931069
614,75115,PARIS 15E ARRONDISSEMENT,6018,751156018,JAVEL 18,H,,9,647722.2393511,6860487.4657502
615,75115,PARIS 15E ARRONDISSEMENT,6019,751156019,JAVEL 19,H,,0,647853.7805892,6860653.6052996
616,75115,PARIS 15E ARRONDISSEMENT,6020,751156020,JAVEL 20,H,,2,648001.4959147,6860436.9299484
617,75115,PARIS 15E ARRONDISSEMENT,6021,751156021,JAVEL 21,A,,2,646691.5317393,6860056.7017905
618,75115,PARIS 15E ARRONDISSEMENT,6022,751156022,JAVEL 22,A,,2,647440.2052850,6860440.8037713
619,75115,PARIS 15E ARRONDISSEMENT,6023,751156023,JARDIN CITROEN CEVENNES,D,,0,646811.3312696,6860268.3496609
620,75115,PARIS 15E ARRONDISSEMENT,6099,751156099,SEINE ET BERGES,D,,0,646615.4329567,6860514.0351500
621,75116,PARIS 16E ARRONDISSEMENT,6101,751166101,AUTEUIL 1,H,,13,645817.9022052,6859919.7924029
622,75116,PARIS 16E ARRONDISSEMENT,6102,751166102,AUTEUIL 2,H,,23,646022.5645968,6860117.0413570
623,75116,PARIS 16E ARRONDISSEMENT,6103,751166103,AUTEUIL 3,H,,18,645705.5720707,6860049.0761564
624,75116,PARIS 16E ARRONDISSEMENT,6104,751166104,AUTEUIL 4,H,,3,645557.5552175,6859908.4880151
625,75116,PARIS 16E ARRONDISSEMENT,6105,751166105,AUTEUIL 5,H,,35,645649.9985693,6860228.3997497
626,75116,PARIS 16E ARRONDISSEMENT,6106,751166106,AUTEUIL 6,H,,21,645833.7032047,6860374.3049089
627,75116,PARIS 16E ARRONDISSEMENT,6107,751166107,AUTEUIL 7,H,,9,645552.6813444,6860428.4720069
628,75116,PARIS 16E ARRONDISSEMENT,6108,751166108,AUTEUIL 8,H,,7,645405.2051199,6860576.6020794
629,75116,PARIS 16E ARRONDISSEMENT,6109,751166109,AUTEUIL 9,H,,8,645506.4405636,6860653.9567314
630,75116,PARIS 16E ARRONDISSEMENT,6110,751166110,AUTEUIL 10,H,,7,645694.9353185,6860939.2274766
631,75116,PARIS 16E ARRONDISSEMENT,6111,751166111,AUTEUIL 11,H,,7,645813.5196904,6860894.8688507
632,75116,PARIS 16E ARRONDISSEMENT,6112,751166112,AUTEUIL 12,H,,18,645919.3859250,6860805.4380960
633,75116,PARIS 16E ARRONDISSEMENT,6113,751166113,AUTEUIL 13,H,,32,646091.5360978,6860790.9291261
634,75116,PARIS 16E ARRONDISSEMENT,6114,751166114,AUTEUIL 14,H,,28,646107.8140890,6860479.6760925
635,75116,PARIS 16E ARRONDISSEMENT,6115,751166115,AUTEUIL 15,H,,49,646387.9679814,6860571.7711261
636,75116,PARIS 16E ARRONDISSEMENT,6116,751166116,AUTEUIL 16,H,,36,646320.6319975,6860764.1969775
637,75116,PARIS 16E ARRONDISSEMENT,6117,751166117,AUTEUIL 17,H,,31,646520.5816908,6861026.5032632
638,75116,PARIS 16E ARRONDISSEMENT,6118,751166118,AUTEUIL 18,H,,25,646250.7467078,6861175.4063655
639,75116,PARIS 16E ARRONDISSEMENT,6119,751166119,AUTEUIL 19,H,,7,646151.0252874,6861316.7019100
640,75116,PARIS 16E ARRONDISSEMENT,6120,751166120,AUTEUIL 20,H,,19,645898.8498554,6861289.4109171
641,75116,PARIS 16E ARRONDISSEMENT,6121,751166121,AUTEUIL 21,H,,7,645771.0759212,6861591.7822581
642,75116,PARIS 16E ARRONDISSEMENT,6122,751166122,AUTEUIL 22,H,,14,646009.9595983,6861685.9424675
643,75116,PARIS 16E ARRONDISSEMENT,6123,751166123,AUTEUIL 23,H,,9,646151.2628333,6861592.1357879
644,75116,PARIS 16E ARRONDISSEMENT,6124,751166124,AUTEUIL 24,H,,8,646240.8204773,6861813.4439498
645,75116,PARIS 16E ARRONDISSEMENT,6125,751166125,AUTEUIL 25,H,,12,646613.4957554,6861671.4811889
646,75116,PARIS 16E ARRONDISSEMENT,6126,751166126,AUTEUIL 26,H,,6,646404.3039579,6861540.1734687
647,75116,PARIS 16E ARRONDISSEMENT,6127,751166127,AUTEUIL 27,H,,25,646667.7134603,6861440.7901101
648,75116,PARIS 16E ARRONDISSEMENT,6128,751166128,AUTEUIL 28,H,,8,646640.1673836,6861277.0561528
649,75116,PARIS 16E ARRONDISSEMENT,6129,751166129,AUTEUIL 29,H,,1,646752.3789059,6861187.2416901
650,75116,PARIS 16E ARRONDISSEMENT,6130,751166130,AUTEUIL 30,H,,6,646924.6260910,6861387.9538437
651,75116,PARIS 16E ARRONDISSEMENT,6131,751166131,AUTEUIL 31,A,,0,645348.1573228,6860151.1402682
652,75116,PARIS 16E ARRONDISSEMENT,6177,751166177,BOIS DE BOULOGNE,D,,0,644408.0273118,6861935.1991446
653,75116,PARIS 16E ARRONDISSEMENT,6199,751166199,SEINE ET BERGES,D,,0,646475.5212430,6860522.2270154
654,75116,PARIS 16E ARRONDISSEMENT,6201,751166201,MUETTE 1,H,,6,647223.1199792,6861823.2677406
655,75116,PARIS 16E ARRONDISSEMENT,6202,751166202,MUETTE 2,H,,24,646671.0644519,6861813.3453191
656,75116,PARIS 16E ARRONDISSEMENT,6203,751166203,MUETTE 3,H,,15,646946.5479888,6861899.2435238
657,75116,PARIS 16E ARRONDISSEMENT,6204,751166204,MUETTE 4,H,,16,646669.7970660,6861986.9761652
