id,identifiant,numero,adresse,postal,commune,source,geom,date,X,Y,labels
1285,781722020U-88,88,Rue de Pierrefitte,78700,Conflans-Sainte-Honorine,OSM,633023.416696969,6878150.55360278,01010000206A0800001C4E59D57E5123415B3A6EA3F13C5A41,2020-04-02,7
1286,781720570T-86T,86TER,Rue Claude Lornage,78700,Conflans-Sainte-Honorine,OSM,633110.5164636634,6878550.3718942,01010000206A080000E0EC6D082D522341551DCD97553D5A41,2020-04-02,7
1287,781721100U-53B,53BIS,Rue des Frères Damme,78700,Conflans-Sainte-Honorine,C+O,632865.1923357522,6878388.504424862,01010000206A080000EBD4796242502341377F48202D3D5A41,2020-04-02,7
1288,785480007W-19,19,Route de Dampierre,78720,Saint-Forget,OSM,627634.8349472817,6845194.72001613,01010000206A080000CA357EAB6527234189BE14AEC21C5A41,2020-04-02,81
1289,785480004T-2,2,Allee de Becquencourt,78720,Saint-Forget,CAD,627415.5448845897,6845243.932165913,01010000206A080000EA1CFB16AF252341389BA8FBCE1C5A41,2020-04-02,81
1290,785480001P-1B,1BIS,Allée des Airs,78720,Saint-Forget,C+O,627445.5818647653,6844879.303208335,01010000206A080000B32DEA29EB252341EFC367D3731C5A41,2020-04-02,81
1291,781720490F-61,61,Rue des Chasse Marées,78700,Conflans-Sainte-Honorine,C+O,635790.6726680445,6878868.960943966,01010000206A08000028F267581D6723411F1B803DA53D5A41,2020-04-02,7
1292,781721990L-84,84,Rue Pierre Le Guen,78700,Conflans-Sainte-Honorine,OSM,635924.5150287047,6879055.432148422,01010000206A080000A6D7B10729682341DB51A8DBD33D5A41,2020-04-02,7
1293,781721320H-9,9,Rue des Grandes Terres,78700,Conflans-Sainte-Honorine,OSM,635510.7751271192,6878892.209169898,01010000206A0800003676DD8CED642341240A630DAB3D5A41,2020-04-02,7
1294,781721430C-45,45,Rue d'Herblay,78700,Conflans-Sainte-Honorine,OSM,635750.7853864566,6878696.906524292,01010000206A080000742C1E92CD662341777E043A7A3D5A41,2020-04-02,7
1295,781721510P-28,28,Rue de la Justice,78700,Conflans-Sainte-Honorine,OSM,635703.1166041334,6879160.434789399,01010000206A0800007789B33B6E662341EA96D31BEE3D5A41,2020-04-02,7
1296,781720490F-17,17,Rue des Chasse Marées,78700,Conflans-Sainte-Honorine,C+O,635433.373461757,6879050.112833787,01010000206A080000216136BF5264234134AB3887D23D5A41,2020-04-02,7
1297,784010730W-26,26,Rue des Tanneries,78250,Meulan-en-Yvelines,OSM,619974.5653515488,6879143.601493058,01010000206A0800001AC275218DEB2241BDDC7EE6E93D5A41,2020-04-02,60
1298,786210460W-28,28,Rue de Montfort,78190,Trappes,OSM,626527.7832151157,6853585.5252391435,01010000206A08000057920191BF1E2341A4849D61F4245A41,2020-04-02,82
1299,786210100E-1B,1BIS,Avenue Carnot,78190,Trappes,OSM,626653.5385797147,6853458.727330577,01010000206A0800006AB8C013BB1F23418C958CAED4245A41,2020-04-02,82
1300,786210272S-1,1,Avenue Gabriel Péri,78190,Trappes,OSM,626915.7479325215,6853475.54507672,01010000206A080000EF02F17EC72123417889E2E2D8245A41,2020-04-02,82
1301,786210508Y-5,5,Place de la Paix,78190,Trappes,OSM,626099.7085944563,6853735.961869849,01010000206A08000080E4CC6A671B23418E468FFD19255A41,2020-04-02,8
1302,786210460W-45,45,Rue de Montfort,78190,Trappes,OSM,626215.7956764866,6853739.821820994,01010000206A08000090E862974F1C234115B798F41A255A41,2020-04-02,82
1303,781240478B-3,3,Allée Henry de Montherlant,78420,Carrières-sur-Seine,C+O,639801.2118654335,6868556.382077736,01010000206A08000048A0796C728623412DF6731893335A41,2020-04-02,6
1304,781240380V-14B,14BIS,Rue de la Forme,78420,Carrières-sur-Seine,C+O,640001.4618041059,6868521.385266673,01010000206A080000789671EC028823418C35A8588A335A41,2020-04-02,6
1305,785512412X-23,23,Avenue Pasteur,78100,Saint-Germain-en-Laye,OSM,632025.3623248213,6865647.68551188,01010000206A08000094A382B9B2492341386DDFEBBB305A41,2020-04-02,36
1306,785512371C-4,4,Rue du Chiendent,78100,Saint-Germain-en-Laye,OSM,632015.0619556634,6865669.825191639,01010000206A08000018A7B81F9E49234198F0CF74C1305A41,2020-04-02,36
1307,783670103M-9,9,Rue du Lavoir,78750,Mareil-Marly,OSM,632014.1554420423,6865267.827585343,01010000206A0800007019964F9C4923418428F7F45C305A41,2020-04-02,36
1308,785512100H-51,51,Rue Sainte-Radegonde,78100,Saint-Germain-en-Laye,OSM,632616.8378309594,6865574.159604094,01010000206A080000F42DF8AC514E234117F4368AA9305A41,2020-04-02,36
1309,786462180G-66,66,Avenue de Paris,78000,Versailles,OSM,636787.951822301,6855810.439468457,01010000206A080000AD4055E7E76E23414F40209C20275A41,2020-04-02,83
1310,786463150L-6,6,Rue de Vergennes,78000,Versailles,OSM,636659.6830493463,6855802.832016043,01010000206A080000D8A4B85DE76D234138C03FB51E275A41,2020-04-02,83
1311,786462180G-23,23,Avenue de Paris,78000,Versailles,OSM,636502.7810412281,6856024.82712415,01010000206A080000C7A2E48FAD6C2341219AEF3456275A41,2020-04-02,83
1312,786460980C-32,32,Rue des États Généraux,78000,Versailles,OSM,636444.9991724598,6855665.407282045,01010000206A0800005C8893FF396C2341B6E8105AFC265A41,2020-04-02,83
1313,786460910B-6,6,Rue Édouard Lefebvre,78000,Versailles,OSM,636278.8529623994,6855734.281420515,01010000206A080000D47CB7B4ED6A234131CB02920D275A41,2020-04-02,83
1314,786460910B-12,12,Rue Édouard Lefebvre,78000,Versailles,OSM,636249.5459052048,6855674.446472195,01010000206A08000013E38017B36A23411D00939CFE265A41,2020-04-02,83
1315,786460230M-1B,1BIS,Rue de l'Assemblée Nationale,78000,Versailles,OSM,636370.6758252447,6855908.18467411,01010000206A08000038C4055AA56B23415CB3D10B39275A41,2020-04-02,83
1316,785710472B-15,15,Avenue du Pays de Galie,78860,Saint-Nom-la-Bretèche,OSM,627605.7370487102,6862647.892599552,01010000206A080000D4725E792B272341DF5920F9CD2D5A41,2020-04-02,11
1317,780720310V-6B,6BIS,Rue du Moulin à Vent,78200,Boinvilliers,OSM,601851.217545714,6869254.776755582,01010000206A080000DE26626FF65D22410B5DB6B141345A41,2020-04-02,-1
1318,786740234V-9,9,Impasse du Confesseur du Roy,78450,Villepreux,OSM,626817.366622706,6857972.075686141,01010000206A080000A8F8B5BB02212341AF0AD8043D295A41,2020-04-02,84
1319,786740126C-11,11,Avenue Bicherel,78450,Villepreux,OSM,627032.5478100613,6857880.181158691,01010000206A080000738F7A18B12223419F1A980B26295A41,2020-04-02,84
1320,786740481N-15,15,Avenue de la Maladrerie,78450,Villepreux,OSM,627195.2869106261,6857833.8777636355,01010000206A08000018F3E592F623234187472D781A295A41,2020-04-02,84
1321,781721925R-4,4,Allée Paul Cézanne,78700,Conflans-Sainte-Honorine,C+O,633525.2217493597,6878534.797039185,01010000206A080000D02189716A552341A4B002B3513D5A41,2020-04-02,7
1322,781330083H-10,10,Chemin de la Marnière,78240,Chambourcy,OSM,628872.9590970625,6867887.350521566,01010000206A0800002AC50EEB1131234102F26ED6EB325A41,2020-04-02,85
1323,781330023T-5,5,Sente du Bois de la Ferme,78240,Chambourcy,OSM,629157.4128113531,6867745.073723704,01010000206A0800007A025CD34A332341A0E3B744C8325A41,2020-04-02,85
1324,781330023T-3,3,Sente du Bois de la Ferme,78240,Chambourcy,OSM,629175.02089036,6867746.192730068,01010000206A0800002A24B20A6E3323417FB0558CC8325A41,2020-04-02,85
1325,781330105G-30,30,Chemin de Saint-Barthélemy,78240,Chambourcy,C+O,628910.7380780621,6867519.3428381095,01010000206A080000255EE5795D312341410FF1D58F325A41,2020-04-02,85
1326,781330105G-5,5,Chemin de Saint-Barthélemy,78240,Chambourcy,C+O,628940.9434754583,6867788.095966034,01010000206A0800001C370FE399312341B84E2406D3325A41,2020-04-02,85
1327,784981920T-28B,28BIS,Boulevard Victor Hugo,78300,Poissy,OSM,629964.9548331683,6870394.261422218,01010000206A0800009EE4DFE8993923414124BB905E355A41,2020-04-02,79
1328,782380105A-548,548,Rue de Meulan,78410,Flins-sur-Seine,OSM,617594.1486423273,6874913.681315712,01010000206A080000DDD81A4CF4D8224137AD9A6BC8395A41,2020-04-02,86
1329,782380139M-20,20,Rue des Truquets,78410,Flins-sur-Seine,OSM,617668.3168608067,6874681.847872085,01010000206A08000064943BA288D92241478943768E395A41,2020-04-02,86
1330,782380045K-46,46,Rue Fournier,78410,Flins-sur-Seine,OSM,617402.0276782956,6874550.962025985,01010000206A0800007DD92B0E74D7224170D591BD6D395A41,2020-04-02,86
1331,782380035Z-420,420,Boulevard Extérieur,78410,Flins-sur-Seine,OSM,617670.7112646573,6874716.29121465,01010000206A08000094E12A6C8DD92241C542A31297395A41,2020-04-02,86
1332,781240300H-15,15,Rue Danton,78420,Carrières-sur-Seine,OSM,640815.135631181,6868736.865728773,01010000206A0800003D7371455E8E2341A8196837C0335A41,2020-04-02,6
1333,781240250D-17,17,Impasse du Colombier,78420,Carrières-sur-Seine,OSM,640977.9436579029,6868573.730749075,01010000206A080000EF2027E3A38F2341C597C46E97335A41,2020-04-02,6
1334,781240255J-60,60,Rue du Colombier,78420,Carrières-sur-Seine,OSM,641147.0216094822,6868694.669751398,01010000206A080000E765100BF6902341F834DDAAB5335A41,2020-04-02,6
1335,784400399S-26,26,Rue Léo Lagrange,78130,Les Mureaux,C+O,619970.1294615008,6876905.4694979405,01010000206A08000020C7484284EB224117410C5EBA3B5A41,2020-04-03,0
1336,784400429Z-7,7,Rue Marie de Brabant,78130,Les Mureaux,CAD,620027.2025240264,6877337.655857849,01010000206A080000AC3AB167F6EB22413393F969263C5A41,2020-04-03,0
1337,783270180V-6,6,Rue des Bocannes,78820,Juziers,OSM,615744.8934107389,6877630.406461022,01010000206A080000E3216DC981CA22411775039A6F3C5A41,2020-04-03,1
1338,783271350S-18,18,Avenue de Paris,78820,Juziers,OSM,616343.0581322603,6877467.896852713,01010000206A080000FA82C31D2ECF2241EC0866F9463C5A41,2020-04-03,1
1339,786810016C-12A,12A,Rue des Clos,78770,Villiers-le-Mahieu,OSM,609812.6207929192,6863172.714017845,01010000206A080000CB91D83D299C2241E777B22D512E5A41,2020-04-03,2
1340,780030315A-7,7,Chemin du Rétois,78660,Ablis,OSM,614980.8530604887,6826956.105116101,01010000206A0800002958C4B489C42241E238BA06F30A5A41,2020-04-03,-1
1341,784180110Y-66,66,Rue Corneille,78360,Montesson,OSM,636945.6324784708,6870123.243104138,01010000206A080000D737D44323702341A9048FCF1A355A41,2020-04-03,5
1342,784180620C-16,16,Avenue Schœlcher,78360,Montesson,OSM,636969.7313623362,6870451.936744639,01010000206A080000C71F757653702341C99FF3FB6C355A41,2020-04-03,5
1343,781722420D-13T,13TER,Rue Victor Hugo,78700,Conflans-Sainte-Honorine,C+O,633492.1513165636,6877269.974738702,01010000206A080000585D794D28552341701E627E153C5A41,2020-04-03,7
1344,781721700W-19,19,Rue du Maréchal Joffre,78700,Conflans-Sainte-Honorine,OSM,633212.4612910734,6877374.296373638,01010000206A080000F4572EECF852234123C9F7922F3C5A41,2020-04-03,7
1345,783111550D-8,8,Rue Mozart,78800,Houilles,OSM,641081.7289670026,6869156.620592626,01010000206A080000B8293B757390234122CAB72729345A41,2020-04-03,6
1346,783581240M-59,59,Rue des Loges,78600,Maisons-Laffitte,OSM,636852.0807374762,6871984.468774553,01010000206A080000286C5629686F2341FC66001EEC365A41,2020-04-03,9
1347,783960522S-10,10,Avenue de la République,78600,Le Mesnil-le-Roi,OSM,636603.5212891493,6871215.054891717,01010000206A0800005069E60A776D23418C5883C32B365A41,2020-04-03,9
1348,786550040S-24,24,Route d'Auffargis,78125,Vieille-Église-en-Yvelines,OSM,617600.1960714635,6841353.669947773,01010000206A080000977A636400D92241A06CE06A02195A41,2020-04-03,-1
1349,782550030V-12,12,Rue d'Anjou,78840,Freneuse,OSM,597558.5529736008,6882344.343194068,01010000206A080000165B1F1B6D3C224141E4F6150A415A41,2020-04-03,10
1350,782550331X-5466,5466,Rue du Dauphiné,78840,Freneuse,C+O,597363.1264359091,6882755.475709992,01010000206A0800001D35BC40E63A2241530872DE70415A41,2020-04-03,10
1351,785710050T-6,6,Rue Auguste Renoir,78860,Saint-Nom-la-Bretèche,OSM,627853.6946903581,6862638.0157568,01010000206A0800006274AE631B292341CF280281CB2D5A41,2020-04-03,11
1352,781460200D-12B,12BIS,Rue des Bouvets,78400,Chatou,OSM,638219.8843312471,6866967.89391045,01010000206A080000B210C7C4177A23412DD435F905325A41,2020-04-03,13
1353,781380085N-18,18,Rue des Chariots,78570,Chanteloup-les-Vignes,OSM,629378.4795320256,6876387.013017558,01010000206A080000BF3885F5043523419847D5C0383B5A41,2020-04-03,14
1354,780620480Y-61,61,Rue de la République,78650,Beynes,OSM,617510.000034666,6862138.305293034,01010000206A080000338B04004CD82241CBEB89934E2D5A41,2020-04-03,-1
1355,780620402N-7,7,Rue Moreau,78650,Beynes,CAD,617449.7929162459,6862063.98760063,01010000206A080000411EF995D3D7224146D934FF3B2D5A41,2020-04-03,-1
1356,784150017K-10B,10BIS,Rue de l'Étoile,78124,Montainville,OSM,616302.0145578369,6865154.45835016,01010000206A080000F31F7407DCCE2241E99B559D40305A41,2020-04-03,-1
1357,783970550T-18,18,Rue du Pommeret,78320,Le Mesnil-Saint-Denis,OSM,622770.6028844547,6849432.917399201,01010000206A0800007045AD346501234123ABB63AE6205A41,2020-04-03,15
1358,783970210Y-53,53,Rue Émile Fontanier,78320,Le Mesnil-Saint-Denis,C+O,622962.2406025077,6849719.808293931,01010000206A0800007C40307BE40223417816BBF32D215A41,2020-04-03,15
1359,783970160U-37,37,Avenue de la Concorde,78320,Le Mesnil-Saint-Denis,OSM,622751.2856809268,6849539.808942201,01010000206A0800003BC544923E01234182B5C5F300215A41,2020-04-03,15
1360,783970470F-62,62,Avenue de Noailles,78320,Le Mesnil-Saint-Denis,OSM,622170.0609627018,6849609.839611783,01010000206A080000D580361FB4FC22410F33BC7512215A41,2020-04-03,15
1361,781720090W-86,86,Rue des Anglais,78700,Conflans-Sainte-Honorine,OSM,634010.6129294169,6879178.9657075675,01010000206A08000071E2D139355923411D27CEBDF23D5A41,2020-04-03,7
1362,781720030F-56,56,Rue des Alouettes,78700,Conflans-Sainte-Honorine,OSM,633821.9634017384,6879124.958825944,01010000206A0800001FFE42EDBB5723417E675D3DE53D5A41,2020-04-03,7
1363,781720030F-36,36,Rue des Alouettes,78700,Conflans-Sainte-Honorine,OSM,633825.9064308447,6879015.697684196,01010000206A08000024B417D0C35723419DDBA6ECC93D5A41,2020-04-03,7
1364,781721463N-77,77,Rue Jean-Baptiste Lamarck,78700,Conflans-Sainte-Honorine,OSM,634383.0590053026,6878822.051580003,01010000206A0800006AF1351E1E5C234137164D83993D5A41,2020-04-03,7
1365,781720090W-93,93,Rue des Anglais,78700,Conflans-Sainte-Honorine,OSM,634032.5728366572,6879288.820705823,01010000206A080000A9D84A2561592341B77186340E3E5A41,2020-04-03,7
1366,781721671P-25,25,Rue Marc Seguin,78700,Conflans-Sainte-Honorine,OSM,633977.504354098,6879322.815293148,01010000206A08000049B33A02F358234150C32DB4163E5A41,2020-04-03,7
1367,781720030F-46,46,Rue des Alouettes,78700,Conflans-Sainte-Honorine,OSM,633823.9727433047,6879070.439026314,01010000206A08000012690BF2BF572341D301199CD73D5A41,2020-04-03,7
1368,785710220C-3,3,Rue du Clos de la Motte,78860,Saint-Nom-la-Bretèche,OSM,628299.504542316,6862773.042490732,01010000206A080000D55E5302972C23410C2BB842ED2D5A41,2020-04-03,11
1369,783100100G-11,11,Rue du Château,78550,Houdan,OSM,597135.3201593106,6855307.830709484,01010000206A080000D1EBEBA31E3922411D582AF5A2265A41,2020-04-03,-1
1370,784430097A-7,7,Rue de l'Île Robert,78640,Neauphle-le-Vieux,OSM,616273.3824122802,6857676.066364479,01010000206A080000DA8ACBC3A2CE2241CD503F04F3285A41,2020-04-03,16
1371,784430243J-4,4,Route de Thoiry,78640,Neauphle-le-Vieux,OSM,616551.1606653394,6857876.56282794,01010000206A08000035BA4252CED022417B5F052425295A41,2020-04-03,16
1372,784430229U-8,8,Place Sully,78640,Neauphle-le-Vieux,OSM,616559.0977312429,6857856.543355851,01010000206A08000058D40932DED022419F57C62220295A41,2020-04-03,16
1373,784430257Z-2B,2B,Impasse des Vignes,78640,Neauphle-le-Vieux,C+O,616354.2387029375,6857757.3002497405,01010000206A0800007C45377A44CF2241B04A375307295A41,2020-04-03,16
1374,784810310S-4,4,Rue des Coteaux,78230,Le Pecq,OSM,634492.357307062,6867358.065631637,01010000206A08000084F3F0B6F85C23410A4F338467325A41,2020-04-03,17
1375,780030350N-14,14,Rue du Vieux Chemin de Paris,78660,Ablis,OSM,614266.8192037349,6824906.694487789,01010000206A08000004AC6EA3F5BE2241E97C72ACF2085A41,2020-04-03,18
1376,780030280M-48,48,Rue Pierre Trouvé,78660,Ablis,OSM,613876.3127523245,6824670.198660883,01010000206A0800009B1221A0E8BB224123DCB68CB7085A41,2020-04-03,18
1377,780030280M-52,52,Rue Pierre Trouvé,78660,Ablis,OSM,613910.6898194638,6824672.359211818,01010000206A0800004A0430612DBC22419153FD16B8085A41,2020-04-03,18
1378,780030150W-20,20,Rue de l'Europe,78660,Ablis,OSM,614498.5614161919,6824774.217332316,01010000206A0800006FF1711FC5C02241CDC5E88DD1085A41,2020-04-03,18
1379,780030106Y-9,9,Rue de la Croix des Vignes,78660,Ablis,OSM,614200.4908180519,6824956.58724994,01010000206A080000F2804CFB70BE2241C6809525FF085A41,2020-04-03,18
1380,780030280M-53,53,Rue Pierre Trouvé,78660,Ablis,OSM,613935.1372007552,6824687.34048281,01010000206A080000692D3F465EBC22416978CAD5BB085A41,2020-04-03,18
1381,780030280M-62,62,Rue Pierre Trouvé,78660,Ablis,OSM,613950.9842221634,6824680.102568778,01010000206A080000A8F7EBF77DBC2241A37C9006BA085A41,2020-04-03,18
1382,786860730G-17,17,Avenue Jules Bidard,78220,Viroflay,CAD,638681.063788556,6856790.990528937,01010000206A080000C4E4A820B27D23417CD364BF15285A41,2020-04-03,19
1383,786860560X-6,6,Avenue du Général Gouraud,78220,Viroflay,OSM,638825.777471334,6856528.817980781,01010000206A08000002B9108ED37E234110CC5934D4275A41,2020-04-03,19
1384,783611980D-9,9,Rue de la Somme,78200,Mantes-la-Jolie,OSM,605666.5946755097,6877118.819817907,01010000206A080000F44E7930C57B224187E577B4EF3B5A41,2020-04-03,21
1385,783610330K-22,22,Boulevard Carnot,78200,Mantes-la-Jolie,OSM,605716.3442120119,6876946.724298945,01010000206A0800008C8E3CB0287C2241F6E95AAEC43B5A41,2020-04-03,21
1386,783610660U-21,21,Avenue de la Division du Général Leclerc,78200,Mantes-la-Jolie,OSM,605556.8456658073,6877327.932792385,01010000206A080000D31BFBB0E97A2241D5DEB2FB233C5A41,2020-04-03,21
1387,783820120R-26,26,Rue du Maréchal Leclerc,78780,Maurecourt,OSM,631470.372468644,6877675.184004564,01010000206A080000CA35B4BE5C45234114BBC6CB7A3C5A41,2020-04-03,-1
1388,781240680W-34,34,Rue du Moulin,78420,Carrières-sur-Seine,C+O,639742.769640296,6867976.714271481,01010000206A080000FA4A0E8AFD852341BB9FB62D02335A41,2020-04-03,6
1389,781240086A-14,14,Allée Bienville,78420,Carrières-sur-Seine,C+O,638948.1574817945,6867504.519528644,01010000206A0800002A74A150C87F234112F53F218C325A41,2020-04-03,6
1390,781240210K-54B,54BIS,Route de Chatou,78420,Carrières-sur-Seine,OSM,639277.2108145399,6867647.850080546,01010000206A08000025E2EF6B5A8223413CB867F6AF325A41,2020-04-03,6
1391,781240210K-78B,78BIS,Route de Chatou,78420,Carrières-sur-Seine,C+O,639109.663702229,6867581.55213233,01010000206A08000050C7D0530B812341D72256639F325A41,2020-04-03,6
1392,783110080F-17T,17TER,Rue de l'Argonne,78800,Houilles,OSM,640136.9043483128,6869979.691365696,01010000206A080000F7BD06CF11892341E7553FECF6345A41,2020-04-03,6
1393,783110420A-1,1,Impasse des Cochevis,78800,Houilles,OSM,640320.5882406092,6870211.664526506,01010000206A08000085DF2D2D818A23412F9A87EA30355A41,2020-04-03,6
1394,783800375B-12,12,Sentier de la Voirie,78580,Maule,OSM,615467.0843871874,6869455.783605872,01010000206A08000024CC342B56C822413E9926F273345A41,2020-04-03,23
1395,78380B098G-4,4,La Ruelle Gallien,78580,Maule,CAD,615674.2511378096,6869770.386013023,01010000206A0800008E229580F4C92241F76FB498C2345A41,2020-04-03,23
1396,780330080P-212,212,Rue de Maule,78126,Aulnay-sur-Mauldre,C+O,615587.6950265463,6869905.882957185,01010000206A080000FC84DA6347C92241DA5E8278E4345A41,2020-04-03,23
1397,78380B036P-5118,5118,Dessus du Moulin de la Cha,78580,Maule,CAD,615964.5815227643,6869777.728073589,01010000206A0800000D5ABD2939CC2241F7C1986EC4345A41,2020-04-03,23
1398,785860630H-12,12,Rue Christophe Colomb,78500,Sartrouville,OSM,638923.043769181,6870375.3805190055,01010000206A08000002EA6816967F2341636C5AD859355A41,2020-04-03,24
1399,781230340F-836,836,Rue Saint-Honoré,78955,Carrières-sous-Poissy,C+O,628117.5412945033,6871074.958341988,01010000206A0800009A8D24152B2B2341A27955BD08365A41,2020-04-04,-1
1400,781721197Z-65,65,Boulevard du Général de Gaulle,78700,Conflans-Sainte-Honorine,OSM,633812.5434410523,6878768.947429133,01010000206A080000D6E73D16A9572341CDADA23C8C3D5A41,2020-04-04,7
1401,786240070J-9010,9010,Rue des Biaunes,78510,Triel-sur-Seine,C+O,627376.3153726202,6876336.421162382,01010000206A080000248578A1602523411053F41A2C3B5A41,2020-04-04,20
1402,786240470U-45,45,Rue du Général Leclerc,78510,Triel-sur-Seine,OSM,627413.0538303454,6876848.558549277,01010000206A080000AAA68F1BAA2523417745BF23AC3B5A41,2020-04-04,20
1403,786240734F-12,12,Allée Paul Verlaine,78510,Triel-sur-Seine,C+O,626949.7071093121,6876586.3638134375,01010000206A080000543B0A6A0B22234128B848976A3B5A41,2020-04-04,20
1404,786500370X-5,5,Avenue Gabriel Dupont,78110,Le Vésinet,OSM,636584.8652045174,6867660.041324486,01010000206A0800002516FCBA516D2341750FA502B3325A41,2020-04-04,22
1405,781461590P-93,93,Rue des Sablons,78400,Chatou,OSM,636663.3217208942,6867916.069871446,01010000206A080000DE99B8A4EE6D234116C67804F3325A41,2020-04-04,22
1406,781900660M-6,6,Avenue des Tilleuls,78290,Croissy-sur-Seine,OSM,638008.67615522,6864819.1182367,01010000206A0800005A04315A71782341AA3091C7EC2F5A41,2020-04-04,13
1407,781461380L-8,8,Avenue Paul Doumer,78400,Chatou,OSM,638109.6147141457,6865211.811696384,01010000206A08000000D0BB3A3B79234164D5F2F34E305A41,2020-04-04,13
1408,781460980B-27,27,Rue Labélonye,78400,Chatou,OSM,637833.3723759097,6865002.593509116,01010000206A080000240EA8BE12772341A90DFCA51A305A41,2020-04-04,13
1409,781900660M-11,11,Avenue des Tilleuls,78290,Croissy-sur-Seine,OSM,637987.4958989352,6864697.3545240015,01010000206A0800001A77E6FD467823417085B056CE2F5A41,2020-04-04,13
1410,781070150U-6,6,Rue René Dhal,78980,Bréval,OSM,592559.1609625712,6872749.274926897,01010000206A080000A6AF69525E152241FC669851AB375A41,2020-04-04,26
1411,786240827G-2,2,Sente de la Ravinière de l'Eperon,78510,Triel-sur-Seine,C+O,627585.127741506,6875585.982441057,01010000206A080000AD556741022723417550E07E703A5A41,2020-04-04,20
1412,783350702C-7,7,Rue de la Pointe Amand,78520,Limay,OSM,607512.5929219276,6877762.545136411,01010000206A0800008076932F318A2241D483E3A2903C5A41,2020-04-04,27
1413,785500221V-5,5,Rue Stendhal,78640,Saint-Germain-de-la-Grange,OSM,620299.2859691068,6858467.46211866,01010000206A080000F38A6A9216EE2241255A93DDB8295A41,2020-04-04,-1
1414,785500224Y-10,10,Rue des Terres du Puits,78640,Saint-Germain-de-la-Grange,C+O,620126.4436686146,6858606.953191848,01010000206A0800005C8828E3BCEC2241611801BDDB295A41,2020-04-04,-1
1415,783220508Y-19,19,Rue des Picoteuses,78350,Jouy-en-Josas,C+O,638583.7415176752,6852911.324149437,01010000206A0800006934A87BEF7C234148DDBED44B245A41,2020-04-04,28
1416,783220342T-51,51,Rue Louis Chagnot,78350,Jouy-en-Josas,OSM,638530.9223025308,6853052.320320159,01010000206A0800008E0938D8857C2341202080146F245A41,2020-04-04,28
1417,783220293P-20,20,Rue Juliette Drouet,78350,Jouy-en-Josas,OSM,638741.1464127123,6852742.203754502,01010000206A080000669BF64A2A7E234153500A8D21245A41,2020-04-04,28
1418,783220221L-36,36,Rue des Fonds,78350,Jouy-en-Josas,OSM,638894.8551734851,6852744.697275614,01010000206A0800008E4CD9B55D7F2341E629A02C22245A41,2020-04-04,28
1419,783220223N-9005,9005,Sente de la Garenne-Semée,78350,Jouy-en-Josas,C+O,638555.974601347,6852225.447737886,01010000206A080000A0F2FEF2B77C2341CEBCA75CA0235A41,2020-04-04,28
1420,783220156R-3,3,Allée des Chênes,78350,Jouy-en-Josas,OSM,638562.6634664842,6852419.852636751,01010000206A08000007E1B153C57C2341BC9991F6D0235A41,2020-04-04,28
1421,783560341U-11,11,Rue des Lilas,78114,Magny-les-Hameaux,OSM,631903.3165019298,6846603.362671468,01010000206A0800007B8A0CA2BE482341640236D7221E5A41,2020-04-04,29
1422,785750359L-8,8,Promenade de Lavoir,78470,Saint-Rémy-lès-Chevreuse,C+O,631949.4253032206,6846312.397233521,01010000206A080000FF57C1D91A49234125466C19DA1D5A41,2020-04-04,29
1423,783560180U-111,111,Chemin de la Chapelle,78114,Magny-les-Hameaux,OSM,632046.1767406878,6846588.569446897,01010000206A08000064C17D5ADC49234166D171241F1E5A41,2020-04-04,29
1424,785750675E-10,10,Rue des Troènes,78470,Saint-Rémy-lès-Chevreuse,OSM,632297.019927956,6846684.932160436,01010000206A0800003FFF330AD24B23413F84A83B371E5A41,2020-04-04,29
1425,785170099F-9,9,Rue des Charmilles,78120,Rambouillet,OSM,615996.494304861,6840409.729175242,01010000206A080000D88615FD78CC2241A2CEAA6E16185A41,2020-04-04,30
1426,781721952V-17,17,Rue Perce Neige,78700,Conflans-Sainte-Honorine,CAD,635317.4386015751,6879431.885749949,01010000206A080000BA6290E06A6323418E20B0F8313E5A41,2020-04-04,7
1427,781721450Z-29B,29BIS,Avenue Jacqueline,78700,Conflans-Sainte-Honorine,OSM,635452.8762650158,6879302.581391356,01010000206A080000E3CEA5C079642341178435A5113E5A41,2020-04-04,7
1428,781721775C-5,5,Rue Millepertuis,78700,Conflans-Sainte-Honorine,C+O,635317.4386015751,6879431.885749949,01010000206A080000BA6290E06A6323418E20B0F8313E5A41,2020-04-04,7
1429,781722235C-7,7,Rue le Romarin,78700,Conflans-Sainte-Honorine,CAD,635317.4386015751,6879431.885749949,01010000206A080000BA6290E06A6323418E20B0F8313E5A41,2020-04-04,7
1430,786240146S-49,49,Rue des Chatelaines,78510,Triel-sur-Seine,OSM,627943.4828454627,6875872.667438119,01010000206A0800003F8537F7CE2923415F4EB72AB83A5A41,2020-04-04,20
1431,786240372M-24,24,Avenue de la Forêt,78510,Triel-sur-Seine,C+O,627933.3586307799,6875794.608735752,01010000206A0800001E749EB7BA292341CD86F5A6A43A5A41,2020-04-04,20
1432,786240844A-2,2,Allée des Roitelets,78510,Triel-sur-Seine,C+O,628094.2824190749,6875895.590570648,01010000206A080000A53B9990FC2A2341D5E8CBE5BD3A5A41,2020-04-04,20
