id,identifiant,numero,adresse,postal,commune,source,geom,date,X,Y,labels
2446,786500580A-39,39,Avenue Horace Vernet,78110,Le Vésinet,OSM,636686.3132299746,6866854.68697482,01010000206A080000E2AD5FA01C6E23413C65F7ABE9315A41,2020-04-20,22
2447,781260814H-13C,13C,Domaine du Petit Beauregard,78170,La Celle-Saint-Cloud,OSM,635536.312450074,6860052.967874552,01010000206A080000C374F99F206523411BA8F13D452B5A41,2020-04-20,52
2448,781260987W-9,9,Place des Serres,78170,La Celle-Saint-Cloud,C+O,636035.7747687972,6860453.091658915,01010000206A080000EC7EAE8C076923415BBDDD45A92B5A41,2020-04-20,52
2449,781260630H-78,78,Allée Jules Verne,78170,La Celle-Saint-Cloud,OSM,636422.7662475125,6859900.061667212,01010000206A0800000E9851880D6C2341095BF2031F2B5A41,2020-04-20,52
2450,781260020V-9,9,Allée André Lamotte,78170,La Celle-Saint-Cloud,OSM,636583.0703486794,6860609.540180262,01010000206A080000FBBD04244E6D23413C509262D02B5A41,2020-04-20,52
2451,781260020V-6,6,Allée André Lamotte,78170,La Celle-Saint-Cloud,OSM,636609.1385228162,6860644.1718479255,01010000206A0800006B76EC46826D2341718EFF0AD92B5A41,2020-04-20,52
2452,781260760Z-17,17,Avenue Pasteur,78170,La Celle-Saint-Cloud,C+O,636648.0276209362,6860233.52944887,01010000206A080000D354240ED06D2341837DE261722B5A41,2020-04-20,52
2453,781260758X-17,17,Avenue du Parc,78170,La Celle-Saint-Cloud,C+O,635958.2529525743,6860259.458759336,01010000206A080000F4FF82816C6823411E505CDD782B5A41,2020-04-20,52
2454,781260985U-30,30,Avenue du Saut du Loup,78170,La Celle-Saint-Cloud,C+O,635958.2529525743,6860259.458759336,01010000206A080000F4FF82816C6823411E505CDD782B5A41,2020-04-20,52
2455,781260985U-38,38,Avenue du Saut du Loup,78170,La Celle-Saint-Cloud,C+O,635958.2529525743,6860259.458759336,01010000206A080000F4FF82816C6823411E505CDD782B5A41,2020-04-20,52
2456,784981696Z-21,21,Impasse Saint-Exupéry,78300,Poissy,OSM,630809.5315634549,6871410.908610732,01010000206A080000CD15291033402341A1AD26BA5C365A41,2020-04-20,25
2457,784980032R-134,134,Rue Adrienne Bolland,78300,Poissy,OSM,631398.6176262745,6871773.558581764,01010000206A080000D482393CCD442341BACDBF63B7365A41,2020-04-20,25
2458,784980802C-30,30,Rue Georges Guynemer,78300,Poissy,OSM,631234.2880048864,6871532.290527393,01010000206A0800006060759384432341350098127B365A41,2020-04-20,25
2459,784980032R-174,174,Rue Adrienne Bolland,78300,Poissy,OSM,631477.899548815,6871867.704665097,01010000206A0800008BA991CC6B452341A33B19EDCE365A41,2020-04-20,25
2460,785180057F-6,6,Chemin de l'Étang,78590,Rennemoulin,OSM,629835.0529566131,6859657.703025912,01010000206A08000013211D1B963823416560FE6CE22A5A41,2020-04-20,54
2461,784980340A-13,13,Avenue des Champs Fleuris,78300,Poissy,OSM,629250.9201591893,6869558.751699839,01010000206A080000F21A1FD705342341A4D91BB08D345A41,2020-04-21,55
2462,784980040Z-20,20,Rue d'Aigremont,78300,Poissy,OSM,629319.001786083,6869450.6020793645,01010000206A080000001BEA008E342341E37788A672345A41,2020-04-21,55
2463,784980190M-23,23,Avenue Blanche-de-Castille,78300,Poissy,OSM,629286.5334095219,6869912.186946057,01010000206A080000880D1B114D34234198ECF60BE6345A41,2020-04-21,55
2464,781130180A-14,14,Rue de Gargenville,78440,Brueil-en-Vexin,OSM,614068.0135230706,6880481.158634744,01010000206A080000F47EEC0668BD22415712274A383F5A41,2020-04-21,56
2465,781130360W-9,9,Rue d'Oinville,78440,Brueil-en-Vexin,OSM,614136.5041003163,6880536.53049581,01010000206A080000C96F1902F1BD2241B3A4F321463F5A41,2020-04-21,56
2466,781130250B-1,1,Rue du Lavoir,78440,Brueil-en-Vexin,OSM,614159.6814838406,6880501.261603076,01010000206A0800003073EB5C1FBE2241D41ABE503D3F5A41,2020-04-21,56
2467,781130360W-6,6,Rue d'Oinville,78440,Brueil-en-Vexin,OSM,614089.9979662487,6880527.9905381445,01010000206A080000A16EF5FE93BD22411AFA64FF433F5A41,2020-04-21,56
2468,781130240R-2,2,Rue de la Mare aux Chevaux,78440,Brueil-en-Vexin,CAD,613995.7171422908,6880568.2110322295,01010000206A0800003B462D6FD7BC2241538D810D4E3F5A41,2020-04-21,56
2469,781130180A-12,12,Rue de Gargenville,78440,Brueil-en-Vexin,C+O,614066.0027264856,6880498.428276324,01010000206A080000AD5D650164BD224119E1689B3C3F5A41,2020-04-21,56
2470,781650260L-9,9,Avenue de l'Epine Vinette,78340,Les Clayes-sous-Bois,OSM,625838.0244255321,6859307.9215423865,01010000206A080000DB80810C5C192341EB8CFAFA8A2A5A41,2020-04-21,12
2471,781710157Y-20,20,Rue de l'Epars,78113,Condé-sur-Vesgre,OSM,602394.6210394952,6850015.812949802,01010000206A08000083E3F83D356222419B5E07F477215A41,2020-04-21,59
2472,784010185D-1,1,Rue du Chemin Vert,78250,Meulan-en-Yvelines,OSM,620937.8540788154,6879134.785555715,01010000206A08000089D149B513F322417A8B46B2E73D5A41,2020-04-21,60
2473,784010350H-47,47,Rue Gambetta,78250,Meulan-en-Yvelines,C+O,620756.3663330809,6879009.924477085,01010000206A080000740290BBA8F12241EFA12A7BC83D5A41,2020-04-21,60
2474,784010050G-30,30,Rue des Annonciades,78250,Meulan-en-Yvelines,OSM,620700.7885630777,6879065.51905918,01010000206A0800002B8ABE9339F12241FF433861D63D5A41,2020-04-21,60
2475,784010350H-50,50,Rue Gambetta,78250,Meulan-en-Yvelines,C+O,620609.2364687931,6878920.52115277,01010000206A0800000A70127982F0224126915A21B23D5A41,2020-04-21,60
2476,784900532U-24,24,Rue du Petit Bois,78370,Plaisir,OSM,622803.9921943248,6858589.69473878,01010000206A08000001E500FCA7012341A599766CD7295A41,2020-04-21,61
2477,785170320W-20,20,Rue du Général Humbert,78120,Rambouillet,OSM,613617.9995291953,6838883.168618682,01010000206A0800006A4AC2FFE3B9224103A6CACA98165A41,2020-04-21,63
2478,78464B015B-5120,5120,L'Etang Guillemet,78125,Orcemont,CAD,611974.362569511,6834763.813007768,01010000206A08000001B6A2B90CAD2241BC5108F492125A41,2020-04-21,64
2479,782970143K-26,26,Boulevard Paul Cézanne,78280,Guyancourt,C+O,630671.6884200358,6854094.621683959,01010000206A080000479778601F3F234184ABC9A773255A41,2020-04-21,46
2480,782970154X-4,4,Rue du Quatorze Juillet,78280,Guyancourt,CAD,630188.2289342824,6854080.848725691,01010000206A080000D0DF3675583B23419085513670255A41,2020-04-21,46
2481,782970082U-20,20,Rue Georges Couthon,78280,Guyancourt,C+O,630085.1655481549,6854351.85117614,01010000206A0800004EBAC2548A3A23417DAB79F6B3255A41,2020-04-21,46
2482,783210375H-3,3,Rue de la Jardinerie,78760,Jouars-Pontchartrain,OSM,618711.631492722,6852637.504375479,01010000206A08000099035343AFE1224117B0476007245A41,2020-04-21,66
2483,785510090Y-31,31,Rue André Bonnenfant,78100,Saint-Germain-en-Laye,C+O,633359.970250621,6866531.159242882,01010000206A0800007CB0C4F01F5423410F0931CA98315A41,2020-04-21,32
2484,782081775W-12,12,Rue de Laon,78990,Élancourt,OSM,624513.7444527542,6852447.266350114,01010000206A08000051E9287D030F234159E10BD1D7235A41,2020-04-21,8
2485,786210400F-3,3,Rue Mansart,78190,Trappes,OSM,625041.719492483,6852793.468879963,01010000206A08000098516170231323411B21025E2E245A41,2020-04-21,8
2486,780480021K-34,34,Impasse du Boeuf Couronné,78550,Bazainville,C+O,602993.1215970536,6856109.661969382,01010000206A08000011F8413EE2662241D4B45D6A6B275A41,2020-04-21,70
2487,782630425P-26,26,Voie Romaine,78950,Gambais,OSM,603451.2384569967,6855967.1261629,01010000206A0800001509177A766A22418E0D13C847275A41,2020-04-21,70
2488,785610060X-3,3,Rue des Jardins,78470,Saint-Lambert,OSM,626580.371936901,6847950.118279059,01010000206A08000074836EBE281F234155E29187731F5A41,2020-04-22,76
2489,782970268W-2,2,Clos Alphonse Daudet,78280,Guyancourt,C+O,631495.2966418405,6852415.58200209,01010000206A0800007770E1978E452341B2853FE5CF235A41,2020-04-22,77
2490,782970390D-7,7,Rue Alexandre Pouchkine,78280,Guyancourt,OSM,630989.8207948975,6852107.114286601,01010000206A080000933A3FA49B412341BF7850C782235A41,2020-04-22,77
2491,782970234J-123B,123BIS,Rue Joseph Kessel,78280,Guyancourt,CAD,630771.2581944667,6852197.449402693,01010000206A080000AD103284E63F23418303C35C99235A41,2020-04-22,77
2492,782970430X-8,8,Rue Leon Tolstoï,78280,Guyancourt,C+O,631016.8972852583,6852195.858708823,01010000206A0800002FF968CBD1412341DA15F5F698235A41,2020-04-22,77
2493,782970137D-17,17,Clos du Moulin à Vent,78280,Guyancourt,C+O,631442.6190489486,6852405.195870477,01010000206A080000DAFBF33C254523415324894CCD235A41,2020-04-22,77
2494,780050151N-31,31,Rue des États Généraux,78260,Achères,C+O,631559.9335698057,6872757.875206214,01010000206A08000090DCFCDD0F462341ED600378AD375A41,2020-04-22,25
2495,780050169H-8,8,Rue Gracchus Babeuf,78260,Achères,OSM,631418.4545555724,6872667.912310018,01010000206A0800000B82BBE8F44423418F4963FA96375A41,2020-04-22,25
2496,780050105N-16,16,Allée Colette,78260,Achères,C+O,631223.9430062243,6872806.124000447,01010000206A0800003BB6D1E26F432341929FEF87B9375A41,2020-04-22,25
2497,781722020U-70,70,Rue de Pierrefitte,78700,Conflans-Sainte-Honorine,OSM,633029.966158768,6877970.639628363,01010000206A080000AF5CACEE8B512341CDABEFA8C43C5A41,2020-04-22,7
2498,786210440Z-7,7,Rue Molière,78190,Trappes,OSM,627170.269075717,6853319.116781011,01010000206A080000D94AC489C4232341105779C7B1245A41,2020-04-22,82
2499,786210420C-16,16,Avenue Marceau,78190,Trappes,OSM,627010.0891731536,6853438.774805907,01010000206A080000851AA82D84222341846B96B1CF245A41,2020-04-22,82
2500,781240280L-14,14,Rue des Crières,78420,Carrières-sur-Seine,C+O,639929.6125080391,6868554.936631309,01010000206A08000059A79A397387234172C4F1BB92335A41,2020-04-22,6
2501,781240625L-1,1,Allée Michel Roman Schick,78420,Carrières-sur-Seine,C+O,639938.2680534003,6868202.432870348,01010000206A080000984B3E8984872341D525B49B3A335A41,2020-04-22,6
2502,782380130C-35,35,Rue Roger Vassieux,78410,Flins-sur-Seine,OSM,617404.9006207446,6874485.525113879,01010000206A08000088291ECD79D722413E779B615D395A41,2020-04-22,86
2503,786810007T-9,9,Rue Bernard Buffet,78770,Villiers-le-Mahieu,C+O,609873.5033543338,6862676.3311293,01010000206A080000C4A8B701A39C2241F3383115D52D5A41,2020-04-23,2
2504,783970210Y-7,7,Rue Émile Fontanier,78320,Le Mesnil-Saint-Denis,C+O,623438.5470489179,6849685.375815552,01010000206A080000B7CB16189D062341AC5C0D5825215A41,2020-04-23,15
2505,783970480S-14,14,Avenue de la Paix,78320,Le Mesnil-Saint-Denis,OSM,622947.039681066,6849621.714858448,01010000206A080000A1135114C6022341A63DC06D15215A41,2020-04-23,15
2506,781720380L-232,232,Avenue Carnot,78700,Conflans-Sainte-Honorine,OSM,633643.0394198124,6879516.608679819,01010000206A0800006AD52E1456562341339CF426473E5A41,2020-04-23,7
2507,781720030F-15,15,Rue des Alouettes,78700,Conflans-Sainte-Honorine,OSM,633821.7901233918,6878899.077383222,01010000206A0800009F0D8B94BB572341C2D8F3C4AC3D5A41,2020-04-23,7
2508,784810190L-30,30,Route de Carrières,78230,Le Pecq,C+O,634628.4703371025,6867809.806471428,01010000206A0800005306D0F0085E2341563A9D73D8325A41,2020-04-23,17
2509,784810900H-1,1,Rue des Prairies,78230,Le Pecq,OSM,634383.4815427815,6867131.213842835,01010000206A08000084C68CF61E5C2341DC99AFCD2E325A41,2020-04-23,17
2510,783800190A-5,5,Route de Mantes,78580,Maule,OSM,615751.7179605364,6869413.041286083,01010000206A080000FF85986F8FCA2241626EA44269345A41,2020-04-23,23
2511,783800190A-13,13,Route de Mantes,78580,Maule,OSM,615724.2822157764,6869542.225711883,01010000206A08000014967E9058CA22414110728E89345A41,2020-04-23,23
2512,785863290Z-4,4,Rue Vaucanson,78500,Sartrouville,OSM,638958.7488493396,6870037.040925579,01010000206A0800003E2E697FDD7F234152869E4205355A41,2020-04-23,24
2513,781461640U-4,4,Rue du Sentier,78400,Chatou,OSM,637464.3810832398,6865232.867136192,01010000206A080000A8571DC330742341CC287F3754305A41,2020-04-24,13
2514,781460350S-1B,1BIS,Rue Charles Despeaux,78400,Chatou,OSM,637791.9808985995,6865355.110362928,01010000206A0800005B5738F6BF762341AC2F10C772305A41,2020-04-24,13
2515,781900570P-29,29,Chemin des Présidannes,78290,Croissy-sur-Seine,OSM,637433.798372324,6865076.733201279,01010000206A080000DB41C498F37323410FC5EC2E2D305A41,2020-04-24,13
2516,781900660M-8,8,Avenue des Tilleuls,78290,Croissy-sur-Seine,OSM,637993.9927417303,6864790.362463629,01010000206A080000E2A448FC53782341A69A3297E52F5A41,2020-04-24,13
2517,781900160U-10,10,Avenue du Colifichet,78290,Croissy-sur-Seine,OSM,637773.8198983953,6864886.691428178,01010000206A080000F4B8C9A39B762341F95B40ACFD2F5A41,2020-04-24,13
2518,781900160U-1B,1BIS,Avenue du Colifichet,78290,Croissy-sur-Seine,OSM,637939.6390854159,6864721.442383413,01010000206A08000021343647E77723418502505CD42F5A41,2020-04-24,13
2519,781070390E-16,16,Rue du Hamel,78980,Bréval,OSM,592674.5941866578,6872846.565033867,01010000206A080000CE3B393045162241CF8329A4C3375A41,2020-04-24,26
2520,781070390E-24,24,Rue du Hamel,78980,Bréval,OSM,592680.4427241285,6872869.590943668,01010000206A080000AABCACE2501622416405D265C9375A41,2020-04-24,26
2521,785170376G-36B,36BIS,Rue de la Grange Colombe,78120,Rambouillet,OSM,615416.1263254109,6840217.559534315,01010000206A08000069B9AD40F0C722410469CF63E6175A41,2020-04-24,30
2522,785170134U-2,2,Square Claude Debussy,78120,Rambouillet,OSM,615670.6765598173,6840068.207331067,01010000206A080000620C665AEDC9224186E9440DC1175A41,2020-04-24,30
2523,785170083N-20,20,Square des Carrières,78120,Rambouillet,OSM,615521.6669818063,6839947.508071881,01010000206A080000AAA37E55C3C82241EC3F84E0A2175A41,2020-04-24,30
2524,786240844A-2,2,Allée des Roitelets,78510,Triel-sur-Seine,C+O,628094.2824190749,6875895.590570648,01010000206A080000A53B9990FC2A2341D5E8CBE5BD3A5A41,2020-04-24,20
2525,785011170P-45,45,Rue des Voyers,78440,Porcheville,OSM,610178.5705750749,6875121.467869175,01010000206A0800008D6A2224059F22418D91F15DFC395A41,2020-04-24,4
2526,785020033Z-2,2,Allée du Commandant Dagnaux,78560,Le Port-Marly,C+O,634534.4033176259,6864118.512653825,01010000206A080000DAA57FCE4C5D2341FD51CFA03D2F5A41,2020-04-24,31
2527,783500084R-2,2,Allée du Bois Beson,78430,Louveciennes,OSM,634673.7641510911,6863896.310868605,01010000206A080000D3CF3E87635E23416F45E513062F5A41,2020-04-24,31
2528,785020082C-3,3,Allee Jb Charcot,78560,Le Port-Marly,CAD,634563.9996583775,6864231.939755602,01010000206A0800000D39D3FF875D2341AEF424FC592F5A41,2020-04-24,31
2529,784900316J-69,69,Rue Jacques Durand,78370,Plaisir,OSM,623806.0656904518,6857958.715859752,01010000206A080000CC2DA2217C0923416CA5D0AD39295A41,2020-04-24,33
2530,784900094T-402,402,Avenue des Bauges,78370,Plaisir,OSM,623769.7863149053,6858304.805035844,01010000206A08000005DE97923309234110B5853390295A41,2020-04-24,33
2531,784180280H-3,3,Avenue Honoré de Balzac,78360,Montesson,C+O,637218.7817711869,6870653.964798623,01010000206A0800002150449045722341B942BF7D9F355A41,2020-04-24,5
2532,784180370F-30,30,Avenue Léon Johnson,78360,Montesson,C+O,637195.5680257671,6870580.929865933,01010000206A080000FA45D4221772234167EC823B8D355A41,2020-04-24,5
2533,784180020A-26,26,Avenue Alfred de Musset,78360,Montesson,OSM,637190.7575295772,6870488.789673691,01010000206A080000B0EADA830D72234185038A3276355A41,2020-04-24,5
2534,783670210D-8T,8T,Rue des Violettes,78750,Mareil-Marly,OSM,632234.8023185116,6864656.949269971,01010000206A080000F17DC99A554B2341D6D6C03CC42F5A41,2020-04-25,36
2535,783670180W-26,26,Rue des Sablons,78750,Mareil-Marly,OSM,631971.0224879254,6864698.9637166485,01010000206A0800009089830B464923419888ADBDCE2F5A41,2020-04-25,36
2536,784810230E-11,11,Allée des Chasseurs,78230,Le Pecq,C+O,633023.8611836871,6864687.024787648,01010000206A0800007811EDB87F512341EE1E96C1CB2F5A41,2020-04-25,36
2537,783720095G-4,4,Rue de Bel-Air,78160,Marly-le-Roi,OSM,632932.3919468137,6864217.910872766,01010000206A080000B540ADC8C850234149BD4B7A562F5A41,2020-04-25,36
2538,780730400N-31,31,Avenue Marcel Hirbec,78390,Bois-d'Arcy,OSM,629527.7565979772,6856311.438168854,01010000206A08000061CF60832F36234161F50ADC9D275A41,2020-04-25,3
2539,783970468D-6,6,Allée des Neuf Muses,78320,Le Mesnil-Saint-Denis,C+O,623250.2005018861,6850263.1793025,01010000206A080000E72EA8662405234131B179CBB5215A41,2020-04-25,15
2540,783970419A-1,1,Allée des Lutins,78320,Le Mesnil-Saint-Denis,C+O,623387.9092174309,6850189.306648807,01010000206A08000075F284D1370623415122A053A3215A41,2020-04-25,15
2541,783830050K-77,77,Rue d'Aunis,78310,Maurepas,C+O,622110.6549708567,6851863.219410912,01010000206A0800001357584F3DFC224111D40ACE45235A41,2020-04-25,38
2542,783830050K-17,17,Rue d'Aunis,78310,Maurepas,C+O,622102.6273219463,6851730.670715515,01010000206A080000975730412DFC2241C400EDAA24235A41,2020-04-25,38
2543,786500200M-50T,50TER,Route de Croissy,78110,Le Vésinet,OSM,635833.42930052,6865925.280004278,01010000206A0800001B47CDDB726723411097EB5101315A41,2020-04-25,41
2544,786500050Z-15,15,Boulevard d'Angleterre,78110,Le Vésinet,OSM,635460.52996674,6865799.3146914495,01010000206A080000F1CC570F896423419BE723D4E1305A41,2020-04-25,41
2545,786500125F-17,17,Route de la Cascade,78110,Le Vésinet,OSM,635680.6762905159,6865885.273004293,01010000206A08000021C0425A4166234100E77851F7305A41,2020-04-25,41
2546,786500660M-60,60,Allée du Lac Inférieur,78110,Le Vésinet,OSM,635552.0995079613,6865863.127310129,01010000206A0800001FB5F2324065234162D925C8F1305A41,2020-04-25,41
2547,783670165E-9,9,Rue du 4 Septembre,78750,Mareil-Marly,OSM,632057.8894606284,6865351.05196016,01010000206A0800002C6267C7F3492341B55053C371305A41,2020-04-25,36
2548,783670105P-27,27,Rue du Louvre,78750,Mareil-Marly,OSM,632304.6011351629,6865388.529914218,01010000206A080000F2FCC733E14B2341531DEA217B305A41,2020-04-25,36
2549,783670115A-26,26,Résidence Mare Griseau,78750,Mareil-Marly,OSM,631902.8585535856,6865177.16855189,01010000206A080000E85594B7BD482341DE8DC94A46305A41,2020-04-25,36
2550,785512459Y-7,7,Rue Chateaubriand,78100,Saint-Germain-en-Laye,OSM,631653.6667925613,6865340.685206324,01010000206A080000A8D56555CB462341A06BDA2B6F305A41,2020-04-25,36
2551,783670180W-2,2,Rue des Sablons,78750,Mareil-Marly,OSM,632049.1516344147,6864943.920681882,01010000206A080000A806A34DE2492341B373ECFA0B305A41,2020-04-25,36
2552,783670010L-32,32,Rue du Belvédère,78750,Mareil-Marly,OSM,632146.5630500675,6865013.616088107,01010000206A08000034194820A54A2341D0FC6D671D305A41,2020-04-25,36
2553,78238B012F-5007,5007,Buttes Chem Vieille Grange,78410,Flins-sur-Seine,CAD,618118.1181916305,6876065.240375484,01010000206A080000079D833C0CDD2241DB4F624FE83A5A41,2020-04-25,42
2554,78238B012F-5007,5007,Buttes Chem Vieille Grange,78410,Flins-sur-Seine,CAD,618118.1181916305,6876065.240375484,01010000206A080000079D833C0CDD2241DB4F624FE83A5A41,2020-04-25,42
2555,785862005C-150,150,Rue Louise Michel,78500,Sartrouville,OSM,638960.6676879275,6870913.345933909,01010000206A0800002931DB55E17F2341FAC72356E0355A41,2020-04-25,24
2556,780900095H-7,7,Rue Frichet,78410,Bouafle,OSM,619498.0611426497,6874454.4420496365,01010000206A080000E2164E1FD4E722418F8A4A9C55395A41,2020-04-25,43
2557,781240250D-15,15,Impasse du Colombier,78420,Carrières-sur-Seine,OSM,640951.3408646571,6868588.458998274,01010000206A080000F5CF85AE6E8F23414C3A601D9B335A41,2020-04-25,6
2558,786500360L-8,8,Avenue François Arago,78110,Le Vésinet,OSM,637338.6911474438,6865369.672840624,01010000206A080000E813DE61357323411FD20F6B76305A41,2020-04-25,13
2559,781460620K-25,25,Rue des Écoles,78400,Chatou,OSM,637903.161428556,6865560.31228593,01010000206A08000081C3A6529E772341207EFC13A6305A41,2020-04-25,13
2560,78062A020T-10,10,Résidence Navarre,78650,Beynes,C+O,619199.5503243015,6862413.193667188,01010000206A0800005A1BC4197FE52241100B654C932D5A41,2020-04-25,47
2561,784010291U-5,5,Chemin Evecquemont,78250,Meulan-en-Yvelines,CAD,621769.7383725125,6879283.1725743525,01010000206A08000043F60B7A93F922414C750BCB0C3E5A41,2020-04-25,48
2562,783350371T-8,8,Allée de la Ferme,78520,Limay,OSM,607647.590788192,6877563.187166452,01010000206A08000037CA7B2E3F8B22410089FACB5E3C5A41,2020-04-25,27
2563,783350868H-22,22,Allee des Tous Grains,78520,Limay,CAD,607488.4467373388,6877520.687669236,01010000206A080000A8C1BAE4008A2241D4C5022C543C5A41,2020-04-25,27
2564,786500140X-29,29,Rue des Charmes,78110,Le Vésinet,OSM,636507.0460632169,6867128.549280994,01010000206A08000014999517B66C2341786B27232E325A41,2020-04-25,22
2565,781461590P-88,88,Rue des Sablons,78400,Chatou,OSM,636724.7220596521,6867899.940519574,01010000206A0800007FCDB171696E2341037931FCEE325A41,2020-04-25,22
2566,781461340T-20,20,Rue de Paniers Gonds,78400,Chatou,OSM,636884.6266249713,6867915.654012949,01010000206A080000FDFCD440A96F23412159DBE9F2325A41,2020-04-25,22
